proximity_id,ocean_proximity
19610,INLAND
19611,INLAND
19612,INLAND
19613,INLAND
19614,INLAND
19615,INLAND
19616,INLAND
19617,INLAND
19618,INLAND
19619,INLAND
19620,INLAND
19621,INLAND
19622,INLAND
19623,INLAND
19624,INLAND
19625,INLAND
19626,INLAND
19627,INLAND
19628,INLAND
19629,INLAND
19630,INLAND
19631,INLAND
19632,INLAND
19633,INLAND
19634,INLAND
19635,INLAND
19636,INLAND
19637,INLAND
19638,INLAND
19639,INLAND
19640,INLAND
19641,INLAND
19642,INLAND
19643,INLAND
19644,INLAND
19645,INLAND
19646,INLAND
19647,INLAND
19648,INLAND
19649,INLAND
19650,INLAND
19651,INLAND
19652,INLAND
19653,INLAND
19654,INLAND
19655,INLAND
19656,INLAND
19657,INLAND
19658,INLAND
19659,INLAND
19660,INLAND
19661,INLAND
19662,INLAND
19663,INLAND
19664,INLAND
19665,INLAND
19666,INLAND
19667,INLAND
19668,INLAND
19669,INLAND
19670,INLAND
19671,INLAND
19672,INLAND
19673,INLAND
19674,INLAND
19675,INLAND
19676,INLAND
19677,INLAND
19678,INLAND
19679,INLAND
19680,INLAND
19681,INLAND
19682,INLAND
19683,INLAND
19684,INLAND
19685,<1H OCEAN
19686,<1H OCEAN
19687,<1H OCEAN
19688,<1H OCEAN
19689,<1H OCEAN
19690,<1H OCEAN
19691,<1H OCEAN
19692,<1H OCEAN
19693,<1H OCEAN
19694,<1H OCEAN
19695,<1H OCEAN
19696,<1H OCEAN
19697,<1H OCEAN
19698,<1H OCEAN
19699,<1H OCEAN
19700,<1H OCEAN
19701,<1H OCEAN
19702,<1H OCEAN
19703,<1H OCEAN
19704,<1H OCEAN
19705,<1H OCEAN
19706,<1H OCEAN
19707,<1H OCEAN
19708,<1H OCEAN
19709,<1H OCEAN
19710,<1H OCEAN
19711,<1H OCEAN
19712,<1H OCEAN
19713,<1H OCEAN
19714,<1H OCEAN
19715,<1H OCEAN
19716,<1H OCEAN
19717,<1H OCEAN
19718,NEAR OCEAN
19719,NEAR OCEAN
19720,<1H OCEAN
19721,<1H OCEAN
19722,<1H OCEAN
19723,<1H OCEAN
19724,<1H OCEAN
19725,<1H OCEAN
19726,<1H OCEAN
19727,<1H OCEAN
19728,<1H OCEAN
19729,<1H OCEAN
19730,<1H OCEAN
19731,<1H OCEAN
19732,<1H OCEAN
19733,<1H OCEAN
19734,<1H OCEAN
19735,<1H OCEAN
19736,<1H OCEAN
19737,<1H OCEAN
19738,<1H OCEAN
19739,<1H OCEAN
19740,<1H OCEAN
19741,<1H OCEAN
19742,<1H OCEAN
19743,<1H OCEAN
19744,<1H OCEAN
19745,<1H OCEAN
19746,<1H OCEAN
19747,<1H OCEAN
19748,<1H OCEAN
19749,<1H OCEAN
19750,<1H OCEAN
19751,<1H OCEAN
19752,<1H OCEAN
19753,<1H OCEAN
19754,<1H OCEAN
19755,<1H OCEAN
19756,<1H OCEAN
19757,<1H OCEAN
19758,<1H OCEAN
19759,<1H OCEAN
19760,<1H OCEAN
19761,<1H OCEAN
19762,<1H OCEAN
19763,<1H OCEAN
19764,<1H OCEAN
19765,<1H OCEAN
19766,<1H OCEAN
19767,<1H OCEAN
19768,<1H OCEAN
19769,<1H OCEAN
19770,<1H OCEAN
19771,<1H OCEAN
19772,<1H OCEAN
19773,<1H OCEAN
19774,<1H OCEAN
19775,<1H OCEAN
19776,<1H OCEAN
19777,<1H OCEAN
19778,<1H OCEAN
19779,<1H OCEAN
19780,<1H OCEAN
19781,<1H OCEAN
19782,<1H OCEAN
19783,<1H OCEAN
19784,<1H OCEAN
19785,NEAR OCEAN
19786,NEAR OCEAN
19787,<1H OCEAN
19788,<1H OCEAN
19789,INLAND
19790,NEAR OCEAN
19791,NEAR OCEAN
19792,NEAR OCEAN
19793,NEAR OCEAN
19794,<1H OCEAN
19795,<1H OCEAN
19796,NEAR OCEAN
19797,NEAR OCEAN
19798,NEAR OCEAN
19799,NEAR OCEAN
19800,NEAR OCEAN
19801,NEAR OCEAN
19802,NEAR OCEAN
19803,NEAR OCEAN
19804,NEAR OCEAN
19805,NEAR OCEAN
19806,NEAR OCEAN
19807,NEAR OCEAN
19808,NEAR OCEAN
19809,NEAR OCEAN
19810,NEAR OCEAN
19811,NEAR OCEAN
19812,NEAR OCEAN
19813,NEAR OCEAN
19814,NEAR OCEAN
19815,NEAR OCEAN
19816,NEAR OCEAN
19817,NEAR OCEAN
19818,NEAR OCEAN
19819,NEAR OCEAN
19820,NEAR OCEAN
19821,<1H OCEAN
19822,NEAR OCEAN
19823,NEAR OCEAN
19824,NEAR OCEAN
19825,<1H OCEAN
19826,<1H OCEAN
19827,<1H OCEAN
19828,NEAR OCEAN
19829,<1H OCEAN
19830,<1H OCEAN
19831,<1H OCEAN
19832,NEAR OCEAN
19833,NEAR OCEAN
19834,<1H OCEAN
19835,NEAR OCEAN
19836,<1H OCEAN
19837,<1H OCEAN
19838,NEAR OCEAN
19839,NEAR OCEAN
19840,NEAR OCEAN
19841,NEAR OCEAN
19842,NEAR OCEAN
19843,NEAR OCEAN
19844,NEAR OCEAN
19845,NEAR OCEAN
19846,NEAR OCEAN
19847,NEAR OCEAN
19848,NEAR OCEAN
19849,NEAR OCEAN
19850,<1H OCEAN
19851,<1H OCEAN
19852,<1H OCEAN
19853,<1H OCEAN
19854,NEAR OCEAN
19855,NEAR OCEAN
19856,NEAR OCEAN
19857,<1H OCEAN
19858,<1H OCEAN
19859,<1H OCEAN
19860,<1H OCEAN
19861,<1H OCEAN
19862,<1H OCEAN
19863,<1H OCEAN
19864,<1H OCEAN
19865,<1H OCEAN
19866,<1H OCEAN
19867,<1H OCEAN
19868,<1H OCEAN
19869,<1H OCEAN
19870,<1H OCEAN
19871,<1H OCEAN
19872,<1H OCEAN
19873,<1H OCEAN
19874,<1H OCEAN
19875,<1H OCEAN
19876,<1H OCEAN
19877,<1H OCEAN
19878,<1H OCEAN
19879,<1H OCEAN
19880,<1H OCEAN
19881,<1H OCEAN
19882,<1H OCEAN
19883,<1H OCEAN
19884,<1H OCEAN
19885,<1H OCEAN
19886,<1H OCEAN
19887,NEAR BAY
19888,NEAR BAY
19889,NEAR BAY
19890,NEAR BAY
19891,NEAR BAY
19892,NEAR BAY
19893,NEAR BAY
19894,NEAR BAY
19895,NEAR BAY
19896,NEAR BAY
19897,NEAR BAY
19898,NEAR BAY
19899,NEAR BAY
19900,NEAR BAY
19901,NEAR BAY
19902,NEAR BAY
19903,NEAR BAY
19904,NEAR BAY
19905,NEAR BAY
19906,NEAR BAY
19907,NEAR BAY
19908,NEAR BAY
19909,NEAR BAY
19910,NEAR BAY
19911,NEAR BAY
19912,NEAR BAY
19913,NEAR BAY
19914,NEAR BAY
19915,NEAR BAY
19916,NEAR BAY
19917,NEAR BAY
19918,NEAR BAY
19919,NEAR BAY
19920,NEAR BAY
19921,NEAR BAY
19922,NEAR BAY
19923,NEAR BAY
19924,NEAR BAY
19925,NEAR BAY
19926,NEAR BAY
19927,NEAR BAY
19928,NEAR BAY
19929,NEAR BAY
19930,NEAR BAY
19931,NEAR BAY
19932,NEAR BAY
19933,NEAR BAY
19934,NEAR BAY
19935,NEAR BAY
19936,NEAR BAY
19937,NEAR BAY
19938,NEAR BAY
19939,NEAR BAY
19940,NEAR BAY
19941,NEAR BAY
19942,NEAR BAY
19943,NEAR BAY
19944,NEAR BAY
19945,NEAR BAY
19946,<1H OCEAN
19947,NEAR BAY
19948,NEAR BAY
19949,NEAR BAY
19950,<1H OCEAN
19951,INLAND
19952,INLAND
19953,INLAND
19954,INLAND
19955,INLAND
19956,INLAND
19957,INLAND
19958,INLAND
19959,INLAND
19960,NEAR BAY
19961,INLAND
19962,NEAR BAY
19963,NEAR BAY
19964,NEAR BAY
19965,INLAND
19966,INLAND
19967,INLAND
19968,INLAND
19969,INLAND
19970,INLAND
19971,INLAND
19972,INLAND
19973,INLAND
19974,INLAND
19975,INLAND
19976,INLAND
19977,INLAND
19978,INLAND
19979,INLAND
19980,INLAND
19981,INLAND
19982,INLAND
19983,INLAND
19984,INLAND
19985,<1H OCEAN
19986,INLAND
19987,INLAND
19988,INLAND
19989,<1H OCEAN
19990,INLAND
19991,INLAND
19992,INLAND
19993,INLAND
19994,INLAND
19995,INLAND
19996,INLAND
19997,INLAND
19998,INLAND
19999,INLAND
20000,INLAND
20001,INLAND
20002,INLAND
20003,INLAND
20004,INLAND
20005,INLAND
20006,INLAND
20007,INLAND
20008,INLAND
20009,INLAND
20010,INLAND
20011,INLAND
20012,INLAND
20013,INLAND
20014,INLAND
20015,INLAND
20016,INLAND
20017,INLAND
20018,INLAND
20019,INLAND
20020,INLAND
20021,INLAND
20022,INLAND
20023,INLAND
20024,INLAND
20025,INLAND
20026,INLAND
20027,INLAND
20028,INLAND
20029,INLAND
20030,INLAND
20031,INLAND
20032,INLAND
20033,INLAND
20034,INLAND
20035,INLAND
20036,INLAND
20037,INLAND
20038,INLAND
20039,INLAND
20040,INLAND
20041,INLAND
20042,INLAND
20043,INLAND
20044,INLAND
20045,INLAND
20046,INLAND
20047,INLAND
20048,INLAND
20049,INLAND
20050,INLAND
20051,INLAND
20052,INLAND
20053,INLAND
20054,INLAND
20055,INLAND
20056,INLAND
20057,INLAND
20058,INLAND
20059,INLAND
20060,INLAND
20061,INLAND
20062,INLAND
20063,INLAND
20064,INLAND
20065,INLAND
20066,INLAND
20067,INLAND
20068,INLAND
20069,INLAND
20070,INLAND
20071,INLAND
20072,INLAND
20073,INLAND
20074,INLAND
20075,INLAND
20076,INLAND
20077,INLAND
20078,INLAND
20079,INLAND
20080,INLAND
20081,INLAND
20082,INLAND
20083,INLAND
20084,INLAND
20085,INLAND
20086,<1H OCEAN
20087,<1H OCEAN
20088,<1H OCEAN
20089,<1H OCEAN
20090,<1H OCEAN
20091,<1H OCEAN
20092,<1H OCEAN
20093,<1H OCEAN
20094,<1H OCEAN
20095,<1H OCEAN
20096,<1H OCEAN
20097,<1H OCEAN
20098,<1H OCEAN
20099,<1H OCEAN
20100,<1H OCEAN
20101,<1H OCEAN
20102,<1H OCEAN
20103,<1H OCEAN
20104,<1H OCEAN
20105,<1H OCEAN
20106,<1H OCEAN
20107,<1H OCEAN
20108,<1H OCEAN
20109,<1H OCEAN
20110,<1H OCEAN
20111,<1H OCEAN
20112,<1H OCEAN
20113,<1H OCEAN
20114,<1H OCEAN
20115,<1H OCEAN
20116,<1H OCEAN
20117,<1H OCEAN
20118,<1H OCEAN
20119,<1H OCEAN
20120,<1H OCEAN
20121,<1H OCEAN
20122,<1H OCEAN
20123,<1H OCEAN
20124,<1H OCEAN
20125,<1H OCEAN
20126,<1H OCEAN
20127,<1H OCEAN
20128,<1H OCEAN
20129,<1H OCEAN
20130,<1H OCEAN
20131,<1H OCEAN
20132,<1H OCEAN
20133,<1H OCEAN
20134,<1H OCEAN
20135,<1H OCEAN
20136,<1H OCEAN
20137,<1H OCEAN
20138,<1H OCEAN
20139,<1H OCEAN
20140,<1H OCEAN
20141,<1H OCEAN
20142,<1H OCEAN
20143,<1H OCEAN
20144,<1H OCEAN
20145,<1H OCEAN
20146,<1H OCEAN
20147,<1H OCEAN
20148,<1H OCEAN
20149,<1H OCEAN
20150,<1H OCEAN
20151,<1H OCEAN
20152,<1H OCEAN
20153,<1H OCEAN
20154,<1H OCEAN
20155,<1H OCEAN
20156,<1H OCEAN
20157,<1H OCEAN
20158,<1H OCEAN
20159,<1H OCEAN
20160,<1H OCEAN
20161,<1H OCEAN
20162,<1H OCEAN
20163,<1H OCEAN
20164,<1H OCEAN
20165,<1H OCEAN
20166,<1H OCEAN
20167,<1H OCEAN
20168,<1H OCEAN
20169,<1H OCEAN
20170,<1H OCEAN
20171,<1H OCEAN
20172,<1H OCEAN
20173,<1H OCEAN
20174,<1H OCEAN
20175,<1H OCEAN
20176,<1H OCEAN
20177,<1H OCEAN
20178,<1H OCEAN
20179,<1H OCEAN
20180,<1H OCEAN
20181,<1H OCEAN
20182,<1H OCEAN
20183,<1H OCEAN
20184,<1H OCEAN
20185,<1H OCEAN
20186,<1H OCEAN
20187,<1H OCEAN
20188,<1H OCEAN
20189,<1H OCEAN
20190,<1H OCEAN
20191,<1H OCEAN
20192,<1H OCEAN
20193,<1H OCEAN
20194,<1H OCEAN
20195,<1H OCEAN
20196,<1H OCEAN
20197,<1H OCEAN
20198,<1H OCEAN
20199,<1H OCEAN
20200,<1H OCEAN
20201,<1H OCEAN
20202,<1H OCEAN
20203,<1H OCEAN
20204,<1H OCEAN
20205,<1H OCEAN
20206,<1H OCEAN
20207,<1H OCEAN
20208,<1H OCEAN
20209,<1H OCEAN
20210,<1H OCEAN
20211,<1H OCEAN
20212,<1H OCEAN
20213,<1H OCEAN
20214,<1H OCEAN
20215,<1H OCEAN
20216,<1H OCEAN
20217,<1H OCEAN
20218,<1H OCEAN
20219,<1H OCEAN
20220,<1H OCEAN
20221,<1H OCEAN
20222,<1H OCEAN
20223,<1H OCEAN
20224,<1H OCEAN
20225,<1H OCEAN
20226,<1H OCEAN
20227,<1H OCEAN
20228,<1H OCEAN
20229,<1H OCEAN
20230,<1H OCEAN
20231,<1H OCEAN
20232,<1H OCEAN
20233,<1H OCEAN
20234,<1H OCEAN
20235,<1H OCEAN
20236,<1H OCEAN
20237,<1H OCEAN
20238,<1H OCEAN
20239,<1H OCEAN
20240,<1H OCEAN
20241,<1H OCEAN
20242,<1H OCEAN
20243,<1H OCEAN
20244,<1H OCEAN
20245,<1H OCEAN
20246,<1H OCEAN
20247,<1H OCEAN
20248,<1H OCEAN
20249,<1H OCEAN
20250,<1H OCEAN
20251,<1H OCEAN
20252,<1H OCEAN
20253,<1H OCEAN
20254,<1H OCEAN
20255,<1H OCEAN
20256,<1H OCEAN
20257,<1H OCEAN
20258,<1H OCEAN
20259,<1H OCEAN
20260,<1H OCEAN
20261,<1H OCEAN
20262,<1H OCEAN
20263,<1H OCEAN
20264,<1H OCEAN
20265,<1H OCEAN
20266,<1H OCEAN
20267,<1H OCEAN
20268,<1H OCEAN
20269,<1H OCEAN
20270,<1H OCEAN
20271,<1H OCEAN
20272,<1H OCEAN
20273,<1H OCEAN
20274,<1H OCEAN
20275,<1H OCEAN
20276,<1H OCEAN
20277,<1H OCEAN
20278,<1H OCEAN
20279,<1H OCEAN
20280,<1H OCEAN
20281,<1H OCEAN
20282,<1H OCEAN
20283,<1H OCEAN
20284,<1H OCEAN
20285,<1H OCEAN
20286,<1H OCEAN
20287,<1H OCEAN
20288,<1H OCEAN
20289,<1H OCEAN
20290,<1H OCEAN
20291,<1H OCEAN
20292,<1H OCEAN
20293,<1H OCEAN
20294,<1H OCEAN
20295,<1H OCEAN
20296,<1H OCEAN
20297,<1H OCEAN
20298,<1H OCEAN
20299,<1H OCEAN
20300,<1H OCEAN
20301,<1H OCEAN
20302,<1H OCEAN
20303,<1H OCEAN
20304,<1H OCEAN
20305,<1H OCEAN
20306,<1H OCEAN
20307,<1H OCEAN
20308,<1H OCEAN
20309,<1H OCEAN
20310,<1H OCEAN
20311,<1H OCEAN
20312,<1H OCEAN
20313,<1H OCEAN
20314,<1H OCEAN
20315,<1H OCEAN
20316,<1H OCEAN
20317,<1H OCEAN
20318,<1H OCEAN
20319,<1H OCEAN
20320,<1H OCEAN
20321,<1H OCEAN
20322,<1H OCEAN
20323,<1H OCEAN
20324,<1H OCEAN
20325,<1H OCEAN
20326,<1H OCEAN
20327,<1H OCEAN
20328,<1H OCEAN
20329,<1H OCEAN
20330,<1H OCEAN
20331,<1H OCEAN
20332,<1H OCEAN
20333,<1H OCEAN
20334,<1H OCEAN
20335,<1H OCEAN
20336,<1H OCEAN
20337,<1H OCEAN
20338,<1H OCEAN
20339,<1H OCEAN
20340,<1H OCEAN
20341,<1H OCEAN
20342,<1H OCEAN
20343,<1H OCEAN
20344,<1H OCEAN
20345,<1H OCEAN
20346,<1H OCEAN
20347,<1H OCEAN
20348,<1H OCEAN
20349,<1H OCEAN
20350,<1H OCEAN
20351,<1H OCEAN
20352,<1H OCEAN
20353,<1H OCEAN
20354,<1H OCEAN
20355,<1H OCEAN
20356,<1H OCEAN
20357,<1H OCEAN
20358,<1H OCEAN
20359,<1H OCEAN
20360,<1H OCEAN
20361,<1H OCEAN
20362,<1H OCEAN
20363,<1H OCEAN
20364,<1H OCEAN
20365,<1H OCEAN
20366,<1H OCEAN
20367,<1H OCEAN
20368,<1H OCEAN
20369,<1H OCEAN
20370,<1H OCEAN
20371,<1H OCEAN
20372,<1H OCEAN
20373,<1H OCEAN
20374,<1H OCEAN
20375,<1H OCEAN
20376,<1H OCEAN
20377,<1H OCEAN
20378,<1H OCEAN
20379,<1H OCEAN
20380,<1H OCEAN
20381,<1H OCEAN
20382,<1H OCEAN
20383,<1H OCEAN
20384,<1H OCEAN
20385,<1H OCEAN
20386,<1H OCEAN
20387,<1H OCEAN
20388,<1H OCEAN
20389,<1H OCEAN
20390,<1H OCEAN
20391,<1H OCEAN
20392,<1H OCEAN
20393,<1H OCEAN
20394,<1H OCEAN
20395,<1H OCEAN
20396,<1H OCEAN
20397,<1H OCEAN
20398,<1H OCEAN
20399,<1H OCEAN
20400,<1H OCEAN
20401,<1H OCEAN
20402,<1H OCEAN
20403,<1H OCEAN
20404,<1H OCEAN
20405,<1H OCEAN
20406,<1H OCEAN
20407,<1H OCEAN
20408,<1H OCEAN
20409,<1H OCEAN
20410,<1H OCEAN
20411,<1H OCEAN
20412,<1H OCEAN
20413,<1H OCEAN
20414,<1H OCEAN
20415,<1H OCEAN
20416,<1H OCEAN
20417,<1H OCEAN
20418,<1H OCEAN
20419,NEAR OCEAN
20420,NEAR OCEAN
20421,NEAR OCEAN
20422,NEAR OCEAN
20423,NEAR OCEAN
20424,NEAR OCEAN
20425,NEAR OCEAN
20426,NEAR OCEAN
20427,NEAR OCEAN
20428,NEAR OCEAN
20429,NEAR OCEAN
20430,NEAR OCEAN
20431,NEAR OCEAN
20432,NEAR OCEAN
20433,NEAR OCEAN
20434,NEAR OCEAN
20435,NEAR OCEAN
20436,NEAR OCEAN
20437,NEAR OCEAN
20438,NEAR OCEAN
20439,NEAR OCEAN
20440,NEAR OCEAN
20441,NEAR OCEAN
20442,NEAR OCEAN
20443,NEAR OCEAN
20444,NEAR OCEAN
20445,NEAR OCEAN
20446,NEAR OCEAN
20447,NEAR OCEAN
20448,NEAR OCEAN
20449,<1H OCEAN
20450,<1H OCEAN
20451,<1H OCEAN
20452,<1H OCEAN
20453,<1H OCEAN
20454,<1H OCEAN
20455,<1H OCEAN
20456,<1H OCEAN
20457,<1H OCEAN
20458,<1H OCEAN
20459,<1H OCEAN
20460,<1H OCEAN
20461,NEAR OCEAN
20462,<1H OCEAN
20463,<1H OCEAN
20464,NEAR OCEAN
20465,<1H OCEAN
20466,<1H OCEAN
20467,<1H OCEAN
20468,<1H OCEAN
20469,<1H OCEAN
20470,<1H OCEAN
20471,<1H OCEAN
20472,<1H OCEAN
20473,<1H OCEAN
20474,<1H OCEAN
20475,<1H OCEAN
20476,<1H OCEAN
20477,<1H OCEAN
20478,<1H OCEAN
20479,<1H OCEAN
20480,<1H OCEAN
20481,<1H OCEAN
20482,<1H OCEAN
20483,<1H OCEAN
20484,<1H OCEAN
20485,<1H OCEAN
20486,<1H OCEAN
20487,<1H OCEAN
20488,<1H OCEAN
20489,<1H OCEAN
20490,<1H OCEAN
20491,<1H OCEAN
20492,<1H OCEAN
20493,<1H OCEAN
20494,<1H OCEAN
20495,<1H OCEAN
20496,<1H OCEAN
20497,<1H OCEAN
20498,<1H OCEAN
20499,<1H OCEAN
20500,<1H OCEAN
20501,<1H OCEAN
20502,<1H OCEAN
20503,<1H OCEAN
20504,<1H OCEAN
20505,<1H OCEAN
20506,<1H OCEAN
20507,<1H OCEAN
20508,<1H OCEAN
20509,<1H OCEAN
20510,<1H OCEAN
20511,<1H OCEAN
20512,<1H OCEAN
20513,<1H OCEAN
20514,<1H OCEAN
20515,<1H OCEAN
20516,<1H OCEAN
20517,<1H OCEAN
20518,<1H OCEAN
20519,<1H OCEAN
20520,<1H OCEAN
20521,<1H OCEAN
20522,<1H OCEAN
20523,<1H OCEAN
20524,<1H OCEAN
20525,<1H OCEAN
20526,<1H OCEAN
20527,<1H OCEAN
20528,<1H OCEAN
20529,<1H OCEAN
20530,<1H OCEAN
20531,<1H OCEAN
20532,<1H OCEAN
20533,<1H OCEAN
20534,<1H OCEAN
20535,<1H OCEAN
20536,<1H OCEAN
20537,<1H OCEAN
20538,<1H OCEAN
20539,<1H OCEAN
20540,<1H OCEAN
20541,<1H OCEAN
20542,<1H OCEAN
20543,<1H OCEAN
20544,<1H OCEAN
20545,<1H OCEAN
20546,<1H OCEAN
20547,<1H OCEAN
20548,<1H OCEAN
20549,<1H OCEAN
20550,<1H OCEAN
20551,<1H OCEAN
20552,<1H OCEAN
20553,<1H OCEAN
20554,<1H OCEAN
20555,<1H OCEAN
20556,<1H OCEAN
20557,<1H OCEAN
20558,<1H OCEAN
20559,<1H OCEAN
20560,<1H OCEAN
20561,<1H OCEAN
20562,<1H OCEAN
20563,<1H OCEAN
20564,<1H OCEAN
20565,<1H OCEAN
20566,<1H OCEAN
20567,<1H OCEAN
20568,<1H OCEAN
20569,<1H OCEAN
20570,<1H OCEAN
20571,<1H OCEAN
20572,<1H OCEAN
20573,<1H OCEAN
20574,<1H OCEAN
20575,<1H OCEAN
20576,<1H OCEAN
20577,<1H OCEAN
20578,<1H OCEAN
20579,<1H OCEAN
20580,<1H OCEAN
20581,<1H OCEAN
20582,<1H OCEAN
20583,<1H OCEAN
20584,<1H OCEAN
20585,<1H OCEAN
20586,<1H OCEAN
20587,<1H OCEAN
20588,<1H OCEAN
20589,<1H OCEAN
20590,<1H OCEAN
20591,<1H OCEAN
20592,<1H OCEAN
20593,<1H OCEAN
20594,<1H OCEAN
20595,<1H OCEAN
20596,<1H OCEAN
20597,<1H OCEAN
20598,<1H OCEAN
20599,<1H OCEAN
20600,<1H OCEAN
20601,<1H OCEAN
20602,<1H OCEAN
20603,<1H OCEAN
20604,<1H OCEAN
20605,<1H OCEAN
20606,<1H OCEAN
20607,<1H OCEAN
20608,<1H OCEAN
20609,<1H OCEAN
20610,<1H OCEAN
20611,<1H OCEAN
20612,<1H OCEAN
20613,<1H OCEAN
20614,<1H OCEAN
20615,<1H OCEAN
20616,<1H OCEAN
20617,<1H OCEAN
20618,<1H OCEAN
20619,<1H OCEAN
20620,<1H OCEAN
20621,<1H OCEAN
20622,<1H OCEAN
20623,<1H OCEAN
20624,<1H OCEAN
20625,<1H OCEAN
20626,<1H OCEAN
20627,<1H OCEAN
20628,<1H OCEAN
20629,<1H OCEAN
20630,<1H OCEAN
20631,<1H OCEAN
20632,<1H OCEAN
20633,<1H OCEAN
20634,<1H OCEAN
20635,<1H OCEAN
20636,<1H OCEAN
20637,<1H OCEAN
20638,<1H OCEAN
20639,<1H OCEAN
20640,<1H OCEAN
20641,<1H OCEAN
20642,<1H OCEAN
20643,<1H OCEAN
20644,<1H OCEAN
20645,<1H OCEAN
20646,<1H OCEAN
20647,<1H OCEAN
20648,<1H OCEAN
20649,<1H OCEAN
20650,<1H OCEAN
20651,<1H OCEAN
20652,<1H OCEAN
20653,<1H OCEAN
20654,<1H OCEAN
20655,<1H OCEAN
20656,<1H OCEAN
20657,<1H OCEAN
20658,<1H OCEAN
20659,<1H OCEAN
20660,<1H OCEAN
20661,<1H OCEAN
20662,<1H OCEAN
20663,<1H OCEAN
20664,<1H OCEAN
20665,<1H OCEAN
20666,<1H OCEAN
20667,<1H OCEAN
20668,<1H OCEAN
20669,<1H OCEAN
20670,<1H OCEAN
20671,<1H OCEAN
20672,<1H OCEAN
20673,<1H OCEAN
20674,<1H OCEAN
20675,<1H OCEAN
20676,<1H OCEAN
20677,<1H OCEAN
20678,<1H OCEAN
20679,<1H OCEAN
20680,<1H OCEAN
20681,<1H OCEAN
20682,<1H OCEAN
20683,<1H OCEAN
20684,<1H OCEAN
20685,<1H OCEAN
20686,<1H OCEAN
20687,<1H OCEAN
20688,<1H OCEAN
20689,<1H OCEAN
20690,<1H OCEAN
20691,<1H OCEAN
20692,<1H OCEAN
20693,<1H OCEAN
20694,<1H OCEAN
20695,<1H OCEAN
20696,<1H OCEAN
20697,<1H OCEAN
20698,<1H OCEAN
20699,<1H OCEAN
20700,<1H OCEAN
20701,<1H OCEAN
20702,<1H OCEAN
20703,<1H OCEAN
20704,<1H OCEAN
20705,<1H OCEAN
20706,<1H OCEAN
20707,<1H OCEAN
20708,<1H OCEAN
20709,<1H OCEAN
20710,<1H OCEAN
20711,<1H OCEAN
20712,<1H OCEAN
20713,<1H OCEAN
20714,<1H OCEAN
20715,<1H OCEAN
20716,<1H OCEAN
20717,<1H OCEAN
20718,<1H OCEAN
20719,<1H OCEAN
20720,<1H OCEAN
20721,<1H OCEAN
20722,<1H OCEAN
20723,<1H OCEAN
20724,<1H OCEAN
20725,<1H OCEAN
20726,<1H OCEAN
20727,<1H OCEAN
20728,<1H OCEAN
20729,<1H OCEAN
20730,<1H OCEAN
20731,<1H OCEAN
20732,<1H OCEAN
20733,<1H OCEAN
20734,<1H OCEAN
20735,<1H OCEAN
20736,<1H OCEAN
20737,<1H OCEAN
20738,<1H OCEAN
20739,<1H OCEAN
20740,NEAR OCEAN
20741,<1H OCEAN
20742,<1H OCEAN
20743,<1H OCEAN
20744,<1H OCEAN
20745,<1H OCEAN
20746,<1H OCEAN
20747,<1H OCEAN
20748,<1H OCEAN
20749,<1H OCEAN
20750,<1H OCEAN
20751,<1H OCEAN
20752,<1H OCEAN
20753,<1H OCEAN
20754,<1H OCEAN
20755,<1H OCEAN
20756,<1H OCEAN
20757,<1H OCEAN
20758,<1H OCEAN
20759,<1H OCEAN
20760,<1H OCEAN
20761,<1H OCEAN
20762,<1H OCEAN
20763,<1H OCEAN
20764,<1H OCEAN
20765,<1H OCEAN
20766,<1H OCEAN
20767,<1H OCEAN
20768,<1H OCEAN
20769,<1H OCEAN
20770,<1H OCEAN
20771,<1H OCEAN
20772,<1H OCEAN
20773,<1H OCEAN
20774,<1H OCEAN
20775,<1H OCEAN
20776,<1H OCEAN
20777,<1H OCEAN
20778,<1H OCEAN
20779,<1H OCEAN
20780,<1H OCEAN
20781,<1H OCEAN
20782,<1H OCEAN
20783,<1H OCEAN
20784,<1H OCEAN
20785,<1H OCEAN
20786,<1H OCEAN
20787,<1H OCEAN
20788,<1H OCEAN
20789,<1H OCEAN
20790,<1H OCEAN
20791,<1H OCEAN
20792,<1H OCEAN
20793,<1H OCEAN
20794,<1H OCEAN
20795,<1H OCEAN
20796,<1H OCEAN
20797,<1H OCEAN
20798,<1H OCEAN
20799,<1H OCEAN
20800,<1H OCEAN
20801,<1H OCEAN
20802,<1H OCEAN
20803,NEAR OCEAN
20804,<1H OCEAN
20805,<1H OCEAN
20806,<1H OCEAN
20807,<1H OCEAN
20808,<1H OCEAN
20809,<1H OCEAN
20810,<1H OCEAN
20811,<1H OCEAN
20812,<1H OCEAN
20813,<1H OCEAN
20814,<1H OCEAN
20815,<1H OCEAN
20816,<1H OCEAN
20817,<1H OCEAN
20818,<1H OCEAN
20819,<1H OCEAN
20820,<1H OCEAN
20821,<1H OCEAN
20822,<1H OCEAN
20823,<1H OCEAN
20824,<1H OCEAN
20825,<1H OCEAN
20826,<1H OCEAN
20827,<1H OCEAN
20828,<1H OCEAN
20829,<1H OCEAN
20830,<1H OCEAN
20831,<1H OCEAN
20832,<1H OCEAN
20833,<1H OCEAN
20834,<1H OCEAN
20835,<1H OCEAN
20836,<1H OCEAN
20837,<1H OCEAN
20838,<1H OCEAN
20839,<1H OCEAN
20840,<1H OCEAN
