housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households
10641,32,3067,396,1275,340000,372
10642,47,1161,289,630,333300,296
10643,44,1757,464,821,433300,426
10644,30,2057,329,658,500001,309
10645,18,6258,1003,1730,500001,752
10646,45,2067,428,724,500001,377
10647,33,247,80,167,237500,70
10648,24,2017,489,783,500001,403
10649,15,1421,462,520,450000,339
10650,14,5066,1292,1915,452100,1117
10651,13,8711,1544,3173,378200,1396
10652,25,3590,772,1070,500001,603
10653,5,2024,297,617,499100,274
10654,12,11976,2495,4327,194400,2009
10655,6,20,5,15,450000,5
10656,8,1010,274,649,350000,261
10657,9,2634,641,1454,275000,560
10658,7,2355,438,747,272800,450
10659,3,1574,385,515,291700,363
10660,4,3930,661,1831,269000,616
10661,11,2542,498,1022,223400,494
10662,1,1414,191,635,383900,230
10663,41,2851,490,1192,274200,463
10664,21,4227,641,1605,278400,589
10665,52,6840,1689,6083,198300,1629
10666,42,2267,359,866,500001,348
10667,50,3191,482,930,500001,447
10668,40,2278,316,772,500001,304
10669,49,4281,582,1443,500001,576
10670,48,3166,411,1092,500001,345
10671,51,2975,371,1247,500001,398
10672,43,729,105,316,500001,108
10673,2,4340,741,1505,500001,670
10674,46,5192,658,1865,500001,662
10675,26,3095,551,1175,500001,534
10676,62,3404,497,1134,500001,466
10677,41,2250,329,826,466400,323
10678,21,3090,652,1105,373700,582
10679,52,1033,223,462,384700,224
10680,42,1152,341,519,500001,225
10681,50,3085,499,1176,426100,480
10682,40,3224,561,1310,391900,580
10683,49,2105,346,712,500001,332
10684,48,3116,661,1105,445600,543
10685,51,1833,331,515,500001,268
10686,43,2874,592,1382,161800,586
10687,2,4134,740,2103,231400,745
10688,46,2499,492,1111,182300,542
10689,26,2322,518,662,110000,457
10690,20,1144,268,365,105800,279
10691,17,3004,718,891,80300,626
10692,36,1362,255,378,162500,202
10693,19,5777,1261,1711,86900,1225
10694,23,590,130,178,186800,121
10695,38,1889,590,686,241700,537
10696,35,2753,576,857,229800,546
10697,10,2116,474,662,180800,443
10698,16,2499,566,781,186500,522
10699,27,4944,1164,1727,255600,948
10700,39,2270,488,709,227600,489
10701,31,2612,582,832,120600,564
10702,29,2371,725,1738,322600,686
10703,22,2283,506,634,74300,469
10704,37,3329,753,1312,229800,629
10705,28,3011,714,893,74800,654
10706,34,2033,463,618,80400,450
10707,32,2653,621,774,81100,584
10708,47,3046,726,888,74100,663
10709,44,2280,550,669,72300,502
10710,30,1949,459,602,72500,428
10711,18,1021,230,301,80600,208
10712,45,1321,295,396,77100,278
10713,33,8039,1717,3445,190900,1571
10714,24,665,171,384,230400,171
10715,15,1688,430,857,231600,402
10716,14,1649,456,1030,225000,411
10717,13,1011,198,511,296200,198
10718,25,638,266,426,187500,234
10719,5,2149,426,950,250400,399
10720,12,2460,447,1049,387500,398
10721,6,4477,610,1798,410400,612
10722,8,2105,302,830,362500,286
10723,9,32,9,26,270800,11
10724,7,4447,713,1680,450400,705
10725,3,3236,451,1289,493000,416
10726,4,1974,260,808,500001,278
10727,11,2404,349,868,442100,329
10728,1,1741,225,811,500001,233
10729,41,5488,1055,1938,500001,964
10730,21,3212,572,1064,500001,526
10731,52,1598,398,782,500000,411
10732,42,2499,396,910,500001,374
10733,50,3120,602,1155,500001,553
10734,40,1891,364,635,500001,314
10735,49,3415,779,1275,482900,718
10736,48,1496,247,441,500001,203
10737,51,1521,328,527,500001,275
10738,43,2790,531,952,500001,424
10739,2,2088,510,673,500001,390
10740,46,3355,492,921,500001,366
10741,26,2465,585,906,500001,472
10742,20,1808,408,539,500001,300
10743,17,1232,178,410,500001,171
10744,36,1244,173,394,500001,154
10745,19,1025,150,316,500001,126
10746,23,3082,455,771,500001,365
10747,38,9565,2289,3162,345400,1831
10748,35,1016,238,465,93800,236
10749,10,3615,570,1209,392200,559
10750,16,2897,413,860,500001,367
10751,27,2413,559,656,350000,423
10752,39,1790,361,540,500001,284
10753,31,1301,280,539,500001,249
10754,29,2126,423,745,500001,332
10755,22,1639,352,498,500001,278
10756,37,1883,419,653,500001,328
10757,28,1469,312,507,500001,266
10758,34,3521,455,1336,500001,451
10759,32,3618,767,1326,500001,714
10760,47,6163,1004,1912,500001,903
10761,44,2209,275,735,500001,274
10762,30,1266,18,375,500001,183
10763,18,4879,756,1777,477300,754
10764,45,4486,554,1598,500001,549
10765,33,3442,1526,1427,106300,977
10766,24,3556,521,1381,450700,537
10767,15,1632,376,598,455000,375
10768,14,2370,352,832,500001,347
10769,13,6017,1244,2673,295400,1135
10770,25,3595,785,1621,265200,732
10771,5,1642,423,841,226000,368
10772,12,4496,877,1928,245500,855
10773,6,2736,550,1279,253100,534
10774,8,3310,598,1402,441100,563
10775,9,2466,507,1081,339800,465
10776,7,2043,430,1108,261800,452
10777,3,2196,486,1131,272300,460
10778,4,885,321,590,217900,254
10779,11,1634,373,771,284100,364
10780,1,1328,377,762,276800,344
10781,41,1998,472,1030,268400,436
10782,21,2017,357,850,310900,348
10783,52,1652,310,832,325400,326
10784,42,1958,333,876,326100,364
10785,50,1901,400,946,311100,418
10786,40,2479,491,1131,317900,490
10787,49,2071,412,1081,335700,412
10788,48,2224,580,985,268800,516
10789,51,2222,542,1067,307600,512
10790,43,1562,441,696,236400,347
10791,2,1122,233,557,407000,223
10792,46,2038,379,837,471300,381
10793,26,1469,226,553,490800,225
10794,20,1821,335,727,458500,316
10795,17,1797,343,435,500001,203
10796,36,1997,427,944,500001,426
10797,19,2426,359,937,500001,387
10798,23,1538,425,425,312500,288
10799,38,1890,416,859,500001,329
10800,35,2125,498,1052,484600,468
10801,10,1765,390,832,439100,349
10802,16,1496,282,463,500001,215
10803,27,959,230,384,471400,197
10804,39,1806,465,791,366700,358
10805,31,2204,428,807,500001,410
10806,29,1188,264,569,500001,249
10807,22,5476,1073,2327,222100,963
10808,37,2133,413,1473,215200,402
10809,28,1291,356,1252,185400,373
10810,34,1867,426,871,272000,399
10811,32,1395,396,1478,192900,404
10812,47,2539,695,1623,188700,611
10813,44,1097,307,470,225000,333
10814,30,1707,514,1335,177800,434
10815,18,2489,481,1082,358800,443
10816,45,891,183,513,381500,171
10817,33,2766,732,1332,226300,646
10818,24,6745,1547,2688,271600,1535
10819,15,1589,421,1118,213400,394
10820,14,949,287,497,225000,244
10821,13,1309,477,1330,182500,424
10822,25,1253,375,1198,225000,362
10823,5,1494,494,814,181300,459
10824,12,1087,423,807,225400,425
10825,6,1679,470,1314,211500,473
10826,8,1391,393,856,220000,360
10827,9,1283,406,1063,275000,376
10828,7,3397,597,1397,244600,560
10829,3,3512,472,1391,336500,481
10830,4,2552,314,925,367000,323
10831,11,2095,450,963,224100,411
10832,1,2016,443,1015,209700,419
10833,41,2141,425,1559,220100,429
10834,21,2602,439,1156,263800,424
10835,52,2822,473,1258,261000,469
10836,42,2017,454,1024,245600,428
10837,50,2664,432,1197,264200,429
10838,40,4183,539,1504,374200,520
10839,49,6224,1679,3148,430900,1589
10840,48,2043,250,702,414700,246
10841,51,5831,1546,4738,213000,1477
10842,43,2704,426,1289,229500,423
10843,2,7961,2276,5014,218400,2116
10844,46,7060,1159,3903,249200,1139
10845,26,2507,393,1333,266100,392
10846,41,2905,504,1452,260300,491
10847,21,639,98,311,275900,93
10848,52,3058,562,1475,253500,569
10849,42,5761,1326,2681,243300,1116
10850,50,2598,759,1584,180900,703
10851,40,1708,505,1099,193800,434
10852,49,3568,938,1952,161000,938
10853,48,456,91,623,192600,84
10854,51,9947,1675,4071,316600,1582
10855,43,2337,768,983,275000,655
10856,2,5278,1575,2389,181300,1371
10857,46,5330,976,2734,233100,1000
10858,26,1795,406,2246,152800,400
10859,20,191,42,208,157500,37
10860,17,3397,686,1924,155500,621
10861,36,1087,340,817,262500,342
10862,19,3216,607,1916,266400,618
10863,23,3648,654,2266,246000,628
10864,38,1596,297,1703,184900,289
10865,35,1739,359,1914,185200,369
10866,10,1738,509,1403,245000,411
10867,16,2135,373,1464,225800,405
10868,27,5122,1544,2966,116700,1339
10869,39,534,88,249,240500,74
10870,31,1505,358,835,205400,339
10871,29,443,117,577,137500,115
10872,22,2436,504,2839,182100,516
10873,37,2613,562,3150,180700,543
10874,28,1171,306,1690,155200,301
10875,34,4343,847,3872,197800,850
10876,32,2305,538,2493,183500,502
10877,47,1947,355,1786,177500,332
10878,44,1421,300,1236,165300,263
10879,30,1910,352,1593,170000,329
10880,18,4208,630,2592,260500,662
10881,45,1422,260,1092,202400,263
10882,33,4365,804,2663,233300,753
10883,24,1917,317,1324,252000,351
10884,15,1591,225,926,266300,239
10885,14,539,71,287,305200,66
10886,13,3201,18,1510,161700,622
10887,25,3113,783,1719,145700,715
10888,5,1857,572,838,129200,525
10889,12,4695,1110,2153,190800,989
10890,6,2289,686,982,162500,634
10891,8,1115,268,1369,150500,259
10892,9,1194,297,1602,157700,306
10893,7,3167,669,2789,165900,619
10894,3,2216,497,2445,174000,506
10895,4,1429,428,2089,150600,399
10896,11,1461,340,1909,159100,346
10897,1,1499,574,3328,115000,595
10898,41,2572,732,1534,175000,669
10899,21,6072,1802,4715,121400,1666
10900,52,1752,407,910,134600,427
10901,42,1818,577,1426,112500,532
10902,50,1818,522,958,131500,485
10903,40,187,49,207,154200,51
10904,49,1761,515,1810,173400,468
10905,48,1565,599,3157,123200,629
10906,51,851,297,1326,117500,254
10907,43,1248,357,1214,159800,328
10908,2,2311,632,2936,171400,609
10909,46,525,171,1257,165300,165
10910,26,691,151,926,175900,148
10911,20,2589,1003,5756,170800,983
10912,17,407,108,647,177400,96
10913,36,2651,572,3249,182100,552
10914,19,1702,456,2776,180200,463
10915,23,2338,652,3289,158500,631
10916,38,2264,17,1970,177000,499
10917,35,2411,526,2165,172500,521
10918,10,2415,642,3242,165600,599
10919,16,2284,511,2451,159100,504
10920,27,2254,630,2984,162500,625
10921,39,1308,375,2175,177400,347
10922,31,2930,833,5116,164100,854
10923,29,746,172,1048,166400,163
10924,22,2291,594,3232,163500,589
10925,37,2471,498,2594,170500,475
10926,28,1205,280,1476,139200,301
10927,34,1562,365,2145,158400,347
10928,32,1759,353,2083,160600,330
10929,47,1346,291,1575,159500,278
10930,44,1566,379,1032,180400,330
10931,30,1884,442,1915,166700,442
10932,18,4273,965,2946,183200,922
10933,45,2413,512,2867,179900,509
10934,33,1324,314,1804,178500,311
10935,24,2932,955,5516,111000,911
10936,15,808,163,1066,173100,189
10937,14,1435,494,3171,151700,504
10938,13,660,145,959,159000,113
10939,25,619,139,1217,154400,146
10940,5,728,134,837,163900,135
10941,12,1823,590,2176,151800,548
10942,6,720,174,1045,151900,181
10943,8,1444,446,2329,159400,441
10944,9,1120,296,1718,140300,268
10945,7,1243,365,1925,158900,376
10946,3,2261,642,3545,148500,635
10947,4,1799,557,3416,163500,538
10948,11,2992,1194,3800,183300,1130
10949,1,5526,1916,6799,144400,1796
10950,41,697,255,812,162500,221
10951,21,275,87,554,158000,103
10952,52,1632,598,3356,137500,659
10953,42,2782,1077,1968,102500,795
10954,50,411,114,448,350000,95
10955,40,2988,677,2354,235500,666
10956,49,1768,474,1079,205300,436
10957,48,1344,228,747,195400,234
10958,51,3004,673,5477,187200,640
10959,43,2678,702,3262,176800,685
10960,2,1893,431,2245,163000,426
10961,46,2656,572,2370,177200,571
10962,26,2753,654,3117,170100,631
10963,20,1813,421,1235,187500,343
10964,17,2549,355,1044,288800,362
10965,36,3141,670,1572,237400,724
10966,19,2342,570,1445,195000,453
10967,23,1799,343,1239,189600,368
10968,38,1050,210,723,192700,201
10969,35,2512,356,978,320300,365
10970,10,4943,851,2164,311300,788
10971,16,4159,655,1669,240300,651
10972,27,3153,561,1679,205300,532
10973,39,1458,423,615,218800,365
10974,31,2312,525,1273,204700,437
10975,29,238,51,93,215700,50
10976,22,378,78,196,219400,81
10977,37,4367,1161,2164,139500,1005
10978,28,1866,327,1053,213800,371
10979,34,4412,952,1656,206500,874
10980,32,5928,1204,3570,233100,1150
10981,47,3350,581,1314,249100,550
10982,44,2110,409,1146,229600,407
10983,30,6433,1174,2703,296400,1125
10984,18,2910,535,1270,236500,489
10985,45,893,209,342,146500,197
10986,33,2720,680,1559,137800,631
10987,24,2660,601,1475,210200,567
10988,15,3498,636,1574,252200,642
10989,14,3569,551,1540,247200,537
10990,13,5471,1345,2828,252800,1247
10991,25,2696,649,1908,216900,626
10992,5,4022,975,2334,140600,954
10993,12,3056,556,1508,234200,555
10994,6,2542,772,1720,137000,675
10995,8,845,190,482,225000,190
10996,9,1270,258,809,223000,264
10997,7,6114,1623,4088,183600,1521
10998,3,5768,1597,4853,160400,1465
10999,4,2655,345,1017,366800,335
11000,11,2037,252,796,487200,249
11001,1,2893,345,983,500001,326
11002,41,2955,377,1074,500001,373
11003,7,3058,488,1197,286600,474
11004,3,2890,453,1300,290200,452
11005,4,2365,471,1197,227800,458
11006,11,3596,451,1292,451300,458
11007,1,4349,553,1680,439000,519
11008,41,2260,261,719,500001,254
11009,21,9792,1283,3744,481500,1179
11010,52,8974,1268,3754,374000,1241
11011,42,3532,402,1200,500001,426
11012,50,2308,301,967,324600,320
11013,40,2956,642,1342,203200,558
11014,49,4931,853,2249,285400,818
11015,48,3230,449,1193,287800,448
11016,51,2578,314,976,359200,340
11017,43,2774,428,1229,265600,407
11018,2,2053,339,835,281800,323
11019,46,5436,707,2046,349500,685
11020,26,4624,624,1852,334600,635
11021,20,7326,884,2569,477100,798
11022,17,3759,489,1496,377600,499
11023,36,2775,547,1226,231400,510
11024,19,3207,647,1414,165600,595
11025,23,1454,236,724,218100,262
11026,38,2641,633,3657,222300,617
11027,35,4713,758,2271,221000,730
11028,10,2016,409,1095,196000,405
11029,16,2733,460,1378,235700,476
11030,27,2070,513,1078,220100,460
11031,39,2590,603,1658,199600,608
11032,31,2577,434,1086,229200,432
11033,29,3817,787,1656,248000,713
11034,22,3114,610,2045,211900,577
11035,37,4977,645,2061,318500,646
11036,28,3589,507,1484,270500,495
11037,34,4485,667,2048,274700,685
11038,32,2819,319,1019,500001,319
11039,47,2971,350,1180,500001,346
11040,44,3173,372,1181,500001,355
11041,30,3154,390,1404,431800,384
11042,18,2898,335,1057,500001,324
11043,45,2556,304,822,456900,260
11044,33,3259,456,1354,267600,459
11045,24,1100,285,940,150000,267
11046,15,3550,895,2828,225600,834
11047,14,2662,402,1247,244000,401
11048,13,1972,315,970,234200,326
11049,25,2260,345,1182,236700,341
11050,5,1846,383,867,200000,336
11051,12,2102,403,898,236800,365
11052,6,3523,922,2660,146400,949
11053,8,1963,430,1197,211000,415
11054,9,3187,870,1977,212100,852
11055,7,2635,660,1710,215000,634
11056,3,2186,511,908,225000,466
11057,4,1251,336,729,236400,343
11058,11,1883,408,1227,187500,424
11059,1,2713,731,1952,178800,722
11060,41,2487,573,1515,168500,494
11061,21,2813,567,1334,173500,596
11062,52,2022,522,1196,186000,463
11063,42,1683,347,1242,190400,335
11064,50,1024,191,483,194500,187
11065,40,2546,545,1543,219900,521
11066,49,1484,295,928,190300,295
11067,48,6352,1747,5085,193800,1649
11068,51,10336,2596,7111,197900,2419
11069,43,2095,280,793,271700,261
11070,2,1725,392,920,159400,400
11071,46,2830,502,1370,247300,459
11072,26,1904,292,945,232400,303
11073,20,2377,403,1101,227100,408
11074,17,4388,864,2526,219400,846
11075,36,1793,480,1722,153100,441
11076,19,4186,767,2447,248100,777
11077,23,1766,322,876,234500,330
11078,38,1593,283,872,216700,255
11079,35,1461,286,1322,194100,264
11080,10,5574,1025,2607,244900,988
11081,16,1490,251,629,222100,257
11082,27,2004,331,843,230600,328
11083,39,1682,291,1015,230900,271
11084,31,10281,1689,4926,251200,1629
11085,29,6157,1129,2817,232600,1073
11086,22,3315,744,2425,182800,687
11087,37,2984,446,1435,200800,455
11088,28,3065,611,2204,211800,606
11089,34,1591,298,904,179100,297
11090,32,51,12,41,187500,10
11091,47,1268,210,700,216200,224
11092,44,3197,809,1894,140500,726
11093,30,3082,536,1268,280100,531
11094,18,3381,729,1584,235400,636
11095,45,1499,290,755,238500,277
11096,33,3301,712,1532,223800,682
11097,24,2287,11,1140,231000,351
11098,15,3522,543,1706,241200,524
11099,14,1785,248,750,266700,251
11100,13,2247,705,1382,225000,618
11101,25,1783,298,1048,232000,306
11102,5,2435,346,1088,249400,350
11103,12,3924,781,2332,223900,725
11104,6,1127,185,588,224700,181
11105,8,1410,214,837,213900,240
11106,9,1526,237,906,225000,245
11107,7,3413,764,2326,187100,728
11108,3,1756,328,1026,193500,332
11109,4,2036,414,1292,273000,380
11110,11,1605,314,986,186200,306
11111,1,1583,474,1672,201300,432
11112,41,2043,468,1524,187400,454
11113,21,1587,374,1159,195100,331
11114,52,1234,351,507,225000,285
11115,42,1781,349,918,262700,378
11116,50,1678,369,912,237300,347
11117,40,1928,414,961,231400,385
11118,49,1545,354,730,139000,350
11119,48,2395,410,1224,249200,399
11120,51,4678,1065,2427,254100,1020
11121,43,1131,236,622,158500,244
11122,2,2082,532,1592,166100,510
11123,46,2019,394,1549,223000,377
11124,26,1231,258,682,170100,244
11125,62,932,258,1147,156700,267
11126,41,1244,324,1603,175400,322
11127,21,1178,289,865,180000,294
11128,52,1570,482,1849,162500,430
11129,42,1962,544,1492,118100,481
11130,50,1888,429,1550,168600,458
11131,40,2489,546,1857,178400,444
11132,49,2149,465,966,183900,302
11133,48,1026,288,1646,163900,283
11134,51,2147,416,1011,196900,392
11135,43,588,121,436,186200,104
11136,2,2870,653,1680,189900,598
11137,46,6963,1426,3892,203500,1375
11138,26,1175,191,568,189200,186
11139,20,2513,476,1611,182900,472
11140,17,1951,365,1254,185700,358
11141,36,1378,492,1202,183700,448
11142,19,1749,406,969,173400,391
11143,23,1229,215,1035,180000,218
11144,38,4016,831,2166,135400,774
11145,35,604,207,615,182100,212
11146,10,2089,377,1085,181500,362
11147,16,2291,439,1187,191100,405
11148,27,984,179,661,189600,199
11149,39,818,147,546,170700,152
11150,31,2265,537,1617,186300,507
11151,29,874,153,549,186800,153
11152,22,793,128,589,190200,137
11153,37,2471,518,1539,191700,500
11154,28,1063,209,462,219000,223
11155,34,2982,547,1895,255500,570
11156,32,2035,564,1118,187500,503
11157,47,1252,225,714,220700,226
11158,44,3506,992,2104,185800,893
11159,30,2253,580,1536,204700,500
11160,18,1960,380,1356,225900,356
11161,45,4639,1374,3093,202300,1257
11162,33,1086,268,825,219600,250
11163,24,1718,385,1022,196100,368
11164,15,2578,580,1217,212500,529
11165,14,2947,559,1820,224800,551
11166,13,3434,835,1749,199000,657
11167,25,1991,528,1202,252100,460
11168,5,1484,252,916,191400,248
11169,12,2342,475,1367,215500,509
11170,6,3419,932,2460,228500,766
11171,8,1038,175,578,200000,174
11172,9,1290,220,867,218100,241
11173,7,1133,166,523,230800,187
11174,3,3310,688,1807,200900,674
11175,4,2335,504,1121,205200,502
11176,11,4013,985,2442,197700,922
11177,1,2838,649,1758,197400,593
11178,41,2067,770,870,137500,541
11179,21,1194,176,474,298900,170
11180,52,3418,815,1961,171400,773
11181,42,812,192,494,350000,172
11182,50,2421,389,1348,217800,413
11183,40,1347,212,676,215400,201
11184,49,1366,326,878,196900,325
11185,48,2929,640,1618,213200,584
11186,51,1107,207,641,216700,210
11187,43,982,148,498,220800,156
11188,2,1380,237,690,210900,234
11189,46,1792,411,1131,186300,381
11190,26,2360,405,1479,187200,386
11191,20,1422,409,1057,208100,390
11192,17,4735,955,2600,228600,868
11193,36,2444,555,1848,198800,567
11194,19,1316,263,671,220000,278
11195,23,3136,990,1894,171300,859
11196,38,1561,381,1104,201900,391
11197,35,2160,298,852,287100,305
11198,10,2811,612,1374,282500,566
11199,16,1156,393,1880,350000,400
11200,27,2459,689,2720,164700,598
11201,39,1160,368,735,175000,325
11202,31,382,86,272,212500,81
11203,29,919,253,912,165400,249
11204,22,1021,252,975,168100,258
11205,37,504,113,375,160600,109
11206,28,1039,260,719,161400,243
11207,34,1072,193,639,179300,196
11208,32,1514,301,855,166400,293
11209,47,1855,527,2568,170800,504
11210,44,1187,302,1003,166900,275
11211,30,1548,506,1535,152400,424
11212,18,2696,640,2330,184600,626
11213,45,1444,326,1038,182900,271
11214,33,1181,353,781,153100,340
11215,24,1408,307,1331,179600,284
11216,15,3291,587,1640,166300,563
11217,14,988,173,759,205100,184
11218,13,3903,717,2054,218000,716
11219,25,1317,256,679,159500,272
11220,5,1342,326,748,45000,335
11221,12,2964,829,2639,157500,771
11222,6,1368,397,1940,350000,358
11223,8,2176,442,1440,212500,418
11224,9,1891,334,932,238000,343
11225,7,1731,482,1127,214300,455
11226,3,1290,203,664,227400,204
11227,4,1589,259,735,243200,315
11228,11,2914,489,1500,254800,499
11229,1,4602,1131,3003,172200,1014
11230,41,1672,267,891,231900,281
11231,21,1068,190,514,208700,174
11232,52,1117,181,496,224700,168
11233,42,2856,622,1499,183400,601
11234,50,2726,556,1513,197400,531
11235,40,729,131,488,195200,139
11236,49,1153,192,884,177400,208
11237,48,1416,277,980,182500,284
11238,51,1996,326,1409,180000,330
11239,43,2176,468,1632,180400,428
11240,2,1199,251,730,209400,276
11241,46,1724,291,943,195200,285
11242,26,1941,356,1021,183900,339
11243,20,2749,498,1367,240700,460
11244,17,2970,547,1869,201800,539
11245,36,2642,640,1702,174700,588
11246,19,1831,345,809,177100,339
11247,23,3002,644,1495,202800,634
11248,38,2782,605,1749,153800,628
11249,35,2142,436,946,146300,412
11250,10,383,94,487,162500,98
11251,16,1530,404,883,196500,344
11252,27,2281,557,1510,189600,460
11253,39,3284,795,3257,182900,758
11254,31,161,40,157,153100,50
11255,29,38,8,66,162500,14
11256,22,3528,816,2304,181800,764
11257,37,3751,878,2281,183100,815
11258,28,897,156,479,215600,161
11259,34,4022,1081,2457,206300,1001
11260,32,2406,462,1753,180600,456
11261,47,3179,639,2526,180800,623
11262,44,2064,324,1384,169000,315
11263,30,2470,560,1589,190500,513
11264,18,2301,467,2272,167800,454
11265,45,2114,341,1077,227500,343
11266,33,2356,478,1659,179700,480
11267,24,2161,432,1503,191400,402
11268,15,2985,474,1614,225600,453
11269,14,3268,641,1704,211400,591
11270,13,3679,694,1820,143500,652
11271,25,4273,993,2300,213000,946
11272,5,2695,707,1888,213300,683
11273,12,2825,546,1908,187500,563
11274,6,2456,410,1289,224200,442
11275,8,7399,1698,3554,173900,1593
11276,9,3148,597,2110,203800,587
11277,7,4255,971,2901,180200,920
11278,3,1984,420,1119,231300,387
11279,4,2398,403,1261,221800,402
11280,11,1493,267,811,218000,272
11281,1,2362,394,1185,188400,387
11282,41,2584,408,1233,218300,405
11283,21,4115,883,2184,191000,825
11284,52,1813,501,1170,214500,482
11285,42,1330,201,658,229200,217
11286,50,2757,734,1811,214300,707
11287,40,2912,520,1625,190600,501
11288,49,1654,285,905,214600,292
11289,48,1219,192,634,215700,197
11290,51,4179,784,1902,236500,733
11291,43,2169,359,1018,231300,370
11292,2,2627,468,1409,199200,450
11293,46,2363,403,1240,190800,391
11294,26,3592,616,2138,193400,605
11295,41,1785,288,1033,190500,297
11296,21,3692,969,2683,198700,881
11297,52,2737,614,1877,184300,606
11298,42,4417,1054,2759,170300,983
11299,50,2729,549,2223,177900,535
11300,40,4380,820,2187,182300,835
11301,49,3614,960,3282,190300,889
11302,48,4297,1037,3596,184000,967
11303,51,1654,323,1065,186500,354
11304,43,3553,1035,2017,133800,986
11305,2,714,142,654,170800,154
11306,46,2964,747,2235,175900,718
11307,26,2880,745,1806,171100,722
11308,20,299,68,163,166100,70
11309,17,3157,582,1842,190700,561
11310,36,2136,557,1528,236100,537
11311,19,2296,560,1376,188500,532
11312,23,1520,11,658,269300,242
11313,38,1476,308,1114,181800,309
11314,35,989,246,691,180900,204
11315,10,4398,905,2777,222800,884
11316,16,1988,424,1277,162200,425
11317,27,1295,417,856,350000,342
11318,39,2244,575,1543,179600,533
11319,31,2081,531,1617,160900,561
11320,29,2252,570,1576,169800,550
11321,22,1862,399,1301,194000,369
11322,37,3236,673,2034,174200,662
11323,28,1518,312,1086,196900,317
11324,34,1386,272,901,187500,294
11325,32,1328,290,1012,189500,306
11326,47,2520,556,2126,193900,527
11327,44,2509,611,1814,176100,547
11328,30,1829,366,1703,188000,343
11329,18,2512,506,1861,184200,511
11330,45,1441,337,1233,176200,331
11331,33,3956,812,3196,191400,795
11332,24,5268,1093,4480,186700,1050
11333,15,1323,208,852,237300,229
11334,14,2300,539,1625,196300,542
11335,13,1983,283,1098,276100,275
11336,25,2027,358,1405,231400,341
11337,5,1712,325,1036,183900,345
11338,12,3361,722,2709,190700,648
11339,6,1564,270,973,190400,290
11340,8,3202,703,3308,174100,714
11341,9,1380,339,1472,162800,304
11342,7,2448,602,1666,141600,575
11343,3,3341,803,3381,161800,825
11344,4,2884,662,2613,177900,645
11345,11,2325,598,1511,137500,565
11346,1,1920,471,1413,147500,432
11347,41,2577,445,1849,194800,470
11348,21,2002,378,1726,182300,387
11349,52,5556,1398,4545,190400,1333
11350,42,7531,1569,5254,167400,1523
11351,50,784,177,662,174300,169
11352,40,4413,17,4818,215100,1063
11353,49,893,223,1149,156300,216
11354,48,790,199,1196,142800,201
11355,51,2346,679,3842,160000,674
11356,43,1206,282,677,142600,270
11357,2,1654,434,1843,153000,467
11358,46,639,197,666,87500,197
11359,26,4620,1265,3385,186500,1109
11360,20,1639,491,2513,159700,458
11361,17,715,214,1394,162500,244
11362,36,5321,1063,4011,189300,1047
11363,19,3662,834,3009,179500,743
11364,23,4248,840,3118,207200,798
11365,38,4197,718,2468,211400,714
11366,35,2768,600,1182,201200,563
11367,10,1393,243,976,225200,245
11368,16,3576,554,1846,271900,538
11369,27,1989,411,1401,160500,453
11370,39,2308,464,1101,230000,407
11371,31,1967,487,1251,218800,404
11372,29,1905,373,1098,229600,368
11373,22,1374,234,731,224800,244
11374,37,1722,316,865,273800,309
11375,28,2004,349,1085,230700,343
11376,34,2594,539,817,219200,485
11377,32,6517,1279,3441,152100,1198
11378,47,3653,568,1930,260900,585
11379,44,1417,264,817,230400,261
11380,30,2249,344,1311,265000,373
11381,18,1732,303,1115,239200,308
11382,45,1028,191,340,252800,159
11383,33,1611,383,554,137300,327
11384,24,1799,233,810,372400,265
11385,15,1787,227,639,329800,224
11386,14,2785,441,1086,337400,392
11387,13,3335,754,1500,197900,719
11388,25,1027,206,436,211300,180
11389,5,3592,527,1598,294900,523
11390,12,1851,495,792,137500,363
11391,6,1735,380,784,139200,360
11392,8,2814,539,1439,262000,493
11393,9,2097,325,1217,222500,331
11394,7,1694,260,885,224200,279
11395,3,1783,415,1025,230000,383
11396,4,3479,455,1454,347600,488
11397,11,4154,560,2130,301800,589
11398,1,2991,500,1437,273400,453
11399,41,3107,483,1688,288000,503
11400,21,3929,559,1858,318200,538
11401,52,4021,557,1872,295600,545
11402,42,4461,585,2095,319500,580
11403,50,1692,293,934,205800,280
11404,40,5147,1182,3171,225800,1126
11405,49,3318,502,1520,274200,498
11406,48,4328,849,2243,342600,808
11407,51,6058,1715,3285,290900,1495
11408,43,1624,221,782,304500,228
11409,2,2781,407,1242,306500,408
11410,46,3695,602,1779,276500,572
11411,26,2775,717,1581,158800,633
11412,20,4827,718,2471,284500,716
11413,17,4269,618,1954,284600,597
11414,36,5781,924,2585,231900,915
11415,19,3957,520,1774,350200,527
11416,23,4112,580,1886,292000,581
11417,38,5127,631,2142,390500,596
11418,35,4417,740,1865,279300,693
11419,10,2622,445,1103,289600,407
11420,16,3123,441,1319,290400,432
11421,27,2500,343,1242,316700,368
11422,39,3451,504,1736,278000,493
11423,31,3430,548,1601,264600,512
11424,29,2553,405,1337,252900,411
11425,22,3273,478,1645,286100,497
11426,37,2017,357,1063,229400,369
11427,28,1997,340,952,239200,341
11428,34,3386,729,1715,213000,666
