housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households,add_id
8910,34,902,284,414,310000,272,AD8910
8911,32,1249,483,1106,375000,481,AD8911
8912,47,1585,542,1019,375000,487,AD8912
8913,44,2075,687,1026,366700,592,AD8913
8914,30,1965,631,1042,327300,596,AD8914
8915,18,1244,283,886,325000,284,AD8915
8916,45,523,15,317,337500,130,AD8916
8917,33,2329,833,1953,233300,800,AD8917
8918,24,2163,651,1759,297500,584,AD8918
8919,15,72,16,150,250000,20,AD8919
8920,14,3057,774,2223,332500,732,AD8920
8921,13,2027,609,1425,330800,562,AD8921
8922,25,1583,460,983,293800,422,AD8922
8923,5,1394,582,716,450000,543,AD8923
8924,12,651,252,333,500001,174,AD8924
8925,6,1241,502,679,500001,459,AD8925
8926,8,2851,804,1410,381500,782,AD8926
8927,9,2584,743,1058,370000,668,AD8927
8928,7,3078,954,1561,425000,901,AD8928
8929,3,3407,1071,1463,500001,986,AD8929
8930,4,1829,458,719,353800,392,AD8930
8931,11,1259,302,668,384400,280,AD8931
8932,1,1271,301,574,340500,312,AD8932
8933,41,4149,1067,1749,450000,1000,AD8933
8934,21,1727,479,741,500000,431,AD8934
8935,52,1359,395,521,500001,368,AD8935
8936,42,3484,975,1268,500001,952,AD8936
8937,50,2136,549,986,444400,557,AD8937
8938,40,2175,475,1019,470800,448,AD8938
8939,49,2704,557,1047,462900,478,AD8939
8940,48,2198,611,1023,398300,567,AD8940
8941,51,752,201,482,418200,207,AD8941
8942,43,1640,322,664,500001,301,AD8942
8943,2,1379,239,688,500001,269,AD8943
8944,46,2017,343,958,480100,382,AD8944
8945,26,1160,304,393,461100,250,AD8945
8946,20,1782,471,837,413000,422,AD8946
8947,17,2956,700,1212,421900,645,AD8947
8948,36,1230,201,565,493400,219,AD8948
8949,19,3803,970,1690,456200,871,AD8949
8950,23,2571,502,1225,473000,501,AD8950
8951,38,3599,776,1569,405400,763,AD8951
8952,35,213,44,138,196400,52,AD8952
8953,10,1913,441,1295,266400,432,AD8953
8954,16,2098,486,1343,268600,481,AD8954
8955,27,2447,636,1312,279400,574,AD8955
8956,39,1577,421,1042,314500,375,AD8956
8957,31,9528,2075,3922,304100,1920,AD8957
8958,29,1101,285,543,340600,294,AD8958
8959,22,2521,647,1091,322900,597,AD8959
8960,37,4424,918,2101,355100,888,AD8960
8961,28,1494,262,618,356300,266,AD8961
8962,34,593,137,371,332800,132,AD8962
8963,32,1565,269,826,485700,268,AD8963
8964,47,2612,418,1030,369200,402,AD8964
8965,44,612,135,402,314900,142,AD8965
8966,30,1465,386,1104,339100,345,AD8966
8967,18,1816,335,872,329400,339,AD8967
8968,45,1534,258,751,336000,259,AD8968
8969,33,1280,240,704,328100,217,AD8969
8970,24,1225,213,591,326700,227,AD8970
8971,15,2122,385,1012,344300,367,AD8971
8972,14,1427,253,693,351600,268,AD8972
8973,13,2010,394,961,333500,365,AD8973
8974,25,1426,259,689,331000,261,AD8974
8975,5,2503,449,1218,500001,426,AD8975
8976,12,2000,529,1290,302500,514,AD8976
8977,6,3306,974,2475,285300,924,AD8977
8978,8,1700,438,997,305000,436,AD8978
8979,9,324,70,268,271400,73,AD8979
8980,7,1807,355,883,329800,371,AD8980
8981,3,105,20,69,275000,19,AD8981
8982,4,1139,299,734,325000,257,AD8982
8983,11,1340,358,1008,314300,340,AD8983
8984,1,2092,451,1190,323000,429,AD8984
8985,41,305,72,156,275000,70,AD8985
8986,21,18132,5419,7431,500001,4930,AD8986
8987,52,11308,3039,5127,228300,2839,AD8987
8988,42,4018,564,1400,439100,568,AD8988
8989,50,3702,648,1449,313700,614,AD8989
8990,40,3228,543,1305,397000,520,AD8990
8991,49,7105,1012,2519,500001,1004,AD8991
8992,48,1879,226,740,492500,266,AD8992
8993,51,3402,503,1389,270400,504,AD8993
8994,43,2741,439,1115,269100,459,AD8994
8995,2,2657,548,1145,287100,524,AD8995
8996,46,2005,368,909,268900,364,AD8996
8997,26,1764,401,679,222100,334,AD8997
8998,20,3183,513,1183,314900,473,AD8998
8999,17,2863,411,1108,313300,406,AD8999
9000,36,1114,169,486,247600,176,AD9000
9001,19,2465,372,1018,296800,359,AD9001
9002,23,1107,199,437,179400,178,AD9002
9003,38,1172,205,497,183000,190,AD9003
9004,35,2894,395,1063,372000,409,AD9004
9005,10,14291,1934,5452,472000,1875,AD9005
9006,16,718,140,324,500001,131,AD9006
9007,27,2396,472,1054,407000,457,AD9007
9008,39,2228,438,960,438500,395,AD9008
9009,31,866,181,399,380000,176,AD9009
9010,29,319,59,149,433300,64,AD9010
9011,22,204,40,117,500001,41,AD9011
9012,37,2560,365,907,500001,366,AD9012
9013,28,3795,690,1521,448100,653,AD9013
9014,34,16544,2206,6214,500001,2118,AD9014
9015,32,102,17,55,500001,21,AD9015
9016,47,11251,1594,3029,500001,1227,AD9016
9017,44,4355,716,2030,500001,674,AD9017
9018,30,2255,402,857,377300,317,AD9018
9019,18,23866,4407,9873,318500,4012,AD9019
9020,45,30405,4093,12873,399200,3931,AD9020
9021,33,1143,179,647,356700,180,AD9021
9022,24,2950,387,1228,346100,379,AD9022
9023,15,7508,1058,2484,500001,965,AD9023
9024,14,11668,1730,4054,385500,1671,AD9024
9025,13,3003,504,1143,500001,466,AD9025
9026,25,3487,686,2782,500001,584,AD9026
9027,5,1409,244,970,500001,172,AD9027
9028,12,15990,2611,5175,500001,2173,AD9028
9029,6,3837,578,1509,500001,509,AD9029
9030,8,1343,215,487,500001,199,AD9030
9031,9,4440,693,1560,500001,636,AD9031
9032,7,2043,467,606,500001,326,AD9032
9033,3,3546,584,1530,500001,601,AD9033
9034,4,8798,1465,2750,500001,1208,AD9034
9035,11,2981,625,1694,106700,540,AD9035
9036,1,6739,1251,4614,115100,1266,AD9036
9037,41,10263,1864,6163,120000,1781,AD9037
9038,21,3511,646,1733,123900,510,AD9038
9039,52,1218,285,797,104800,248,AD9039
9040,42,2606,514,1228,150000,512,AD9040
9041,50,23386,4171,10493,144000,3671,AD9041
9042,40,7430,1184,3489,140100,1115,AD9042
9043,49,2479,390,1219,125700,363,AD9043
9044,48,5319,875,2439,131500,779,AD9044
9045,51,2156,397,1269,96800,388,AD9045
9046,43,718,124,347,102600,121,AD9046
9047,2,873,177,425,187500,142,AD9047
9048,46,5807,1182,2602,159400,1007,AD9048
9049,26,10356,1647,4562,141100,1427,AD9049
9050,41,4558,804,1543,138500,563,AD9050
9051,21,3914,819,1524,137500,795,AD9051
9052,52,4230,823,2789,104000,793,AD9052
9053,42,40,10,14,225000,7,AD9053
9054,50,4915,885,2833,130000,874,AD9054
9055,40,1943,500,1078,93800,446,AD9055
9056,49,3670,765,1986,108800,673,AD9056
9057,48,3019,501,1580,113500,523,AD9057
9058,51,2666,662,1337,101100,602,AD9058
9059,43,2118,374,1108,100300,360,AD9059
9060,2,2815,485,1447,119600,489,AD9060
9061,46,1703,342,775,126500,309,AD9061
9062,26,2994,832,1571,85400,695,AD9062
9063,20,1300,234,712,107500,249,AD9063
9064,17,4303,900,2240,110900,861,AD9064
9065,36,12317,2953,6291,146900,2654,AD9065
9066,19,1257,201,551,247200,186,AD9066
9067,23,2181,361,1057,118100,300,AD9067
9068,38,6007,998,2680,117200,882,AD9068
9069,35,1338,250,709,101400,250,AD9069
9070,10,2347,461,1482,93000,374,AD9070
9071,16,1164,248,588,86900,270,AD9071
9072,27,1503,309,842,97700,300,AD9072
9073,39,1205,317,678,98400,290,AD9073
9074,31,1984,614,1071,102100,574,AD9074
9075,29,2696,454,1192,116300,452,AD9075
9076,22,2918,494,1365,127700,478,AD9076
9077,37,3114,583,1974,126800,545,AD9077
9078,28,1439,327,708,100000,298,AD9078
9079,34,1379,327,696,94900,304,AD9079
9080,32,3430,601,1817,163600,571,AD9080
9081,47,2035,370,704,146400,330,AD9081
9082,44,9076,1503,7694,163400,1278,AD9082
9083,30,4881,803,2188,171900,724,AD9083
9084,18,5341,773,2288,185600,724,AD9084
9085,45,11275,1822,5731,167900,1692,AD9085
9086,33,8352,1555,3723,140300,1389,AD9086
9087,24,1781,326,913,126800,314,AD9087
9088,15,1561,253,731,173200,233,AD9088
9089,14,2357,408,1162,179700,384,AD9089
9090,13,2627,387,1059,138200,338,AD9090
9091,25,3810,662,1867,152400,586,AD9091
9092,5,4001,814,2313,140100,756,AD9092
9093,12,1827,348,766,136300,335,AD9093
9094,6,552,129,314,185400,106,AD9094
9095,8,6893,1372,2837,218400,1221,AD9095
9096,9,1398,273,884,264900,299,AD9096
9097,7,1859,375,913,148900,372,AD9097
9098,3,3080,587,1558,156700,510,AD9098
9099,4,4122,814,2164,151600,710,AD9099
9100,11,81,26,53,137500,14,AD9100
9101,1,681,125,485,125600,104,AD9101
9102,41,5613,1060,3569,132700,999,AD9102
9103,21,3484,647,2169,135800,619,AD9103
9104,52,2907,559,1681,141000,531,AD9104
9105,42,2815,535,1492,135700,491,AD9105
9106,50,1537,416,1239,99200,397,AD9106
9107,40,248,55,261,96900,53,AD9107
9108,49,3562,606,1677,228100,578,AD9108
9109,48,2465,336,978,292200,332,AD9109
9110,51,11008,1549,4098,204400,1367,AD9110
9111,43,2189,497,1459,94500,443,AD9111
9112,2,2111,429,1067,111400,397,AD9112
9113,46,7294,1139,3123,154100,930,AD9113
9114,26,2472,408,1048,262100,380,AD9114
9115,20,14348,2145,5839,222400,1806,AD9115
9116,17,2573,427,1273,181100,426,AD9116
9117,36,2614,650,1949,102600,537,AD9117
9118,19,2370,475,1746,113500,483,AD9118
9119,23,9882,1892,4892,167600,1621,AD9119
9120,38,6446,1154,3427,148500,1104,AD9120
9121,35,1489,306,774,103500,267,AD9121
9122,10,2843,603,1517,106900,573,AD9122
9123,16,20377,4335,11973,138100,3933,AD9123
9124,27,9761,1683,4970,142900,1535,AD9124
9125,39,1113,186,631,146600,168,AD9125
9126,31,3416,601,1929,107400,567,AD9126
9127,29,1493,258,899,109300,260,AD9127
9128,22,3851,857,2169,116300,811,AD9128
9129,37,10264,1821,5871,145500,1790,AD9129
9130,28,5144,887,2846,137200,824,AD9130
9131,34,9849,1780,4546,154300,1598,AD9131
9132,32,10655,1706,5391,151300,1529,AD9132
9133,47,2701,530,1368,137400,430,AD9133
9134,44,16181,2971,8152,141800,2651,AD9134
9135,30,2798,459,1236,239900,404,AD9135
9136,18,17339,2866,8721,225200,2803,AD9136
9137,45,4443,560,1573,500001,496,AD9137
9138,33,3490,592,1710,333300,580,AD9138
9139,24,4524,735,2298,311600,717,AD9139
9140,15,5813,908,2275,340400,790,AD9140
9141,14,2184,405,1119,294000,370,AD9141
9142,13,2726,465,1773,319100,459,AD9142
9143,25,3449,598,1502,150800,540,AD9143
9144,5,1896,342,806,159400,299,AD9144
9145,12,2986,597,1355,165000,472,AD9145
9146,6,25957,4798,10475,195300,4490,AD9146
9147,8,1290,190,689,220200,216,AD9147
9148,9,6577,1056,3032,251800,1004,AD9148
9149,7,84,12,29,187500,17,AD9149
9150,3,10267,20,4956,239400,1483,AD9150
9151,4,934,148,519,185000,162,AD9151
9152,11,3013,507,1356,233200,484,AD9152
9153,1,828,149,508,185500,158,AD9153
9154,41,1285,195,650,217800,193,AD9154
9155,21,15341,2527,7270,236200,2320,AD9155
9156,52,5509,969,3002,220100,959,AD9156
9157,42,8510,1258,3733,253700,1233,AD9157
9158,50,2988,525,1884,169500,513,AD9158
9159,40,1514,220,1355,359000,215,AD9159
9160,49,13406,2574,7030,187900,2440,AD9160
9161,48,8244,1409,4453,199600,1357,AD9161
9162,51,4166,756,2082,213400,743,AD9162
9163,43,1375,259,728,229000,258,AD9163
9164,2,913,228,530,238500,201,AD9164
9165,46,3223,524,1763,183000,508,AD9165
9166,26,3600,580,1799,218300,576,AD9166
9167,20,21113,4386,9842,194600,3886,AD9167
9168,17,15348,2366,7087,237700,2169,AD9168
9169,36,966,270,233,450000,169,AD9169
9170,19,4028,896,2062,167100,826,AD9170
9171,23,14275,2474,7158,236300,2311,AD9171
9172,38,2356,469,1556,155000,386,AD9172
9173,35,538,98,8733,154600,105,AD9173
9174,10,1949,458,868,285200,398,AD9174
9175,16,5477,1275,3384,228100,1222,AD9175
9176,27,2288,607,2305,136100,597,AD9176
9177,39,2096,309,1044,262100,328,AD9177
9178,31,7748,1557,4768,311200,1393,AD9178
9179,29,3839,852,1342,333700,593,AD9179
9180,22,2051,301,917,323700,287,AD9180
9181,37,4222,712,2024,500001,646,AD9181
9182,28,7010,1063,3331,278100,1038,AD9182
9183,34,3927,728,1984,202600,707,AD9183
9184,32,21086,3945,9936,265100,3790,AD9184
9185,47,6246,1028,2803,282900,999,AD9185
9186,44,17313,3224,6902,320900,2707,AD9186
9187,30,8726,1317,3789,323300,1279,AD9187
9188,18,5989,883,1787,329500,613,AD9188
9189,45,803,267,628,14999,225,AD9189
9190,33,433,69,147,162500,53,AD9190
9191,24,102,29,54,191700,32,AD9191
9192,15,1622,355,903,183000,314,AD9192
9193,14,503,99,275,375000,68,AD9193
9194,13,4047,702,571,179500,199,AD9194
9195,25,362,78,88,214300,39,AD9195
9196,5,2391,451,798,114600,308,AD9196
9197,12,3538,726,1603,95600,629,AD9197
9198,6,1280,254,707,106300,267,AD9198
9199,8,3273,611,1164,106500,481,AD9199
9200,9,2106,410,1003,124100,397,AD9200
9201,7,2307,386,925,119800,347,AD9201
9202,3,2131,424,989,103700,369,AD9202
9203,4,2161,448,820,122300,405,AD9203
9204,11,2654,530,1267,104400,489,AD9204
9205,1,1722,325,712,137500,269,AD9205
9206,41,3389,621,1268,147800,474,AD9206
9207,7,2171,389,1042,94400,375,AD9207
9208,3,828,168,413,80700,146,AD9208
9209,4,3113,589,1508,96100,512,AD9209
9210,11,5212,872,2383,113600,857,AD9210
9211,1,5087,981,2284,123100,913,AD9211
9212,41,1696,301,985,112500,278,AD9212
9213,21,1495,292,858,46300,275,AD9213
9214,52,1724,317,1006,91700,290,AD9214
9215,42,1995,392,1261,79200,354,AD9215
9216,50,1277,234,674,75900,238,AD9216
9217,40,2062,466,1285,50500,456,AD9217
9218,49,1097,254,627,50700,253,AD9218
9219,48,1142,236,597,52300,210,AD9219
9220,51,1219,258,639,57000,245,AD9220
9221,43,3328,628,1580,81500,619,AD9221
9222,2,1239,250,648,58800,227,AD9222
9223,46,1027,199,673,63800,193,AD9223
9224,26,1391,297,943,83900,281,AD9224
9225,20,646,134,454,61900,149,AD9225
9226,17,901,183,700,64300,190,AD9226
9227,36,3606,699,2074,63300,644,AD9227
9228,19,2287,534,1339,65200,505,AD9228
9229,23,1667,303,861,92200,276,AD9229
9230,38,508,104,393,156300,114,AD9230
9231,35,3344,570,1624,95300,536,AD9231
9232,10,402,76,213,95800,71,AD9232
9233,16,3761,675,2374,74600,673,AD9233
9234,27,6301,1080,3840,84900,1033,AD9234
9235,39,1636,253,766,88500,225,AD9235
9236,31,1608,297,1057,81600,295,AD9236
9237,29,1996,379,1327,96000,356,AD9237
9238,22,2115,482,1976,53900,474,AD9238
9239,37,2513,408,1360,98500,415,AD9239
9240,28,2872,477,1607,102400,481,AD9240
9241,34,3174,520,1590,101200,488,AD9241
9242,32,1429,209,702,111800,205,AD9242
9243,47,1790,379,1399,59600,397,AD9243
9244,44,2710,575,1724,60400,516,AD9244
9245,30,3705,739,2463,61800,697,AD9245
9246,18,2029,427,983,47100,401,AD9246
9247,45,1542,364,1220,52800,334,AD9247
9248,33,1563,403,1564,48000,408,AD9248
9249,24,1457,239,557,96500,226,AD9249
9250,15,3356,589,1458,94200,601,AD9250
9251,14,2100,317,910,90900,274,AD9251
9252,13,3222,511,1425,119400,503,AD9252
9253,25,2074,349,954,73800,363,AD9253
9254,5,1164,211,476,70700,171,AD9254
9255,12,968,240,587,55000,231,AD9255
9256,6,1859,428,1208,61700,399,AD9256
9257,8,1000,261,1092,52300,233,AD9257
9258,9,696,254,913,52500,248,AD9258
9259,7,1288,295,723,61400,287,AD9259
9260,3,963,216,471,66100,211,AD9260
9261,4,1268,283,549,65200,273,AD9261
9262,11,2129,526,1845,51600,522,AD9262
9263,1,2126,506,2091,51800,491,AD9263
9264,41,1528,347,1334,48300,304,AD9264
9265,21,1284,239,820,62300,254,AD9265
9266,52,4795,710,2047,121300,640,AD9266
9267,42,2366,482,1933,65000,433,AD9267
9268,50,2089,468,1765,61700,427,AD9268
9269,40,1226,244,491,307000,205,AD9269
9270,49,4431,603,1659,392100,630,AD9270
9271,48,5188,892,2341,255600,906,AD9271
9272,51,2259,341,1127,334900,346,AD9272
9273,43,1589,231,601,290900,224,AD9273
9274,2,1302,177,682,423200,190,AD9274
9275,46,2863,734,1583,215300,682,AD9275
9276,26,3521,748,1706,228600,723,AD9276
9277,20,7784,1145,3445,287900,1166,AD9277
9278,17,5027,871,1912,309500,770,AD9278
9279,36,1752,328,873,201600,336,AD9279
9280,19,8642,1294,3594,301500,1253,AD9280
9281,23,3891,616,1968,279200,632,AD9281
9282,38,6205,821,2311,368700,756,AD9282
9283,35,11872,2300,5600,276300,2200,AD9283
9284,10,10839,1637,4406,285600,1623,AD9284
9285,16,1495,235,555,345000,201,AD9285
9286,27,9614,2123,4684,209800,2060,AD9286
9287,39,15622,2721,6109,295300,2615,AD9287
9288,31,3392,709,1894,350800,713,AD9288
9289,29,4536,708,1812,435900,701,AD9289
9290,22,9493,1935,5162,118800,1880,AD9290
9291,37,1495,292,472,67500,284,AD9291
9292,28,4284,1042,2146,179200,937,AD9292
9293,34,4501,832,2196,252700,800,AD9293
9294,32,3121,531,1318,310900,489,AD9294
9295,47,2449,536,1157,274200,543,AD9295
9296,44,48,8,19,400000,8,AD9296
9297,30,7174,1169,3063,293200,1172,AD9297
9298,18,2330,322,911,387700,320,AD9298
9299,45,1887,290,815,324800,283,AD9299
9300,33,3412,455,1238,397300,406,AD9300
9301,24,9531,1487,3798,314000,1409,AD9301
9302,15,2144,400,840,239500,398,AD9302
9303,14,4985,711,1928,361500,742,AD9303
9304,13,3966,577,1657,342200,611,AD9304
9305,25,3416,826,1694,277000,800,AD9305
9306,5,3119,803,1395,301100,722,AD9306
9307,12,2236,348,818,444000,330,AD9307
9308,6,6555,1571,2962,324200,1464,AD9308
9309,8,1758,316,607,371900,264,AD9309
9310,9,3306,555,1398,319900,585,AD9310
9311,7,2390,336,810,500001,354,AD9311
9312,3,3807,828,1581,337500,795,AD9312
9313,4,4138,632,1541,433300,626,AD9313
9314,11,4801,699,1830,487800,679,AD9314
9315,1,4296,1089,2100,329400,1025,AD9315
9316,41,7274,1002,2468,439200,957,AD9316
9317,21,1325,189,427,500001,162,AD9317
9318,52,5470,755,1916,420800,764,AD9318
9319,42,1256,178,460,451700,174,AD9319
9320,50,205,119,228,200000,132,AD9320
9321,40,1560,451,700,270800,419,AD9321
9322,49,3595,953,1831,287500,910,AD9322
9323,48,4193,762,1833,352100,737,AD9323
9324,51,563,194,265,231300,169,AD9324
9325,43,3302,684,1574,263800,653,AD9325
9326,2,2012,346,818,331000,352,AD9326
9327,46,1340,322,621,268800,314,AD9327
9328,26,350,57,179,500001,69,AD9328
9329,62,908,194,413,290800,197,AD9329
9330,41,3769,839,1986,187500,815,AD9330
9331,21,100,20,45,212500,25,AD9331
9332,52,6526,1902,5917,187500,1812,AD9332
9333,42,1336,258,678,292000,249,AD9333
9334,50,1199,232,551,266700,229,AD9334
9335,40,1865,392,825,255400,369,AD9335
9336,49,1410,308,624,309100,292,AD9336
9337,48,1428,280,708,305400,255,AD9337
9338,51,4036,856,1872,275200,833,AD9338
9339,43,7737,1488,3108,289600,1349,AD9339
9340,2,370,62,150,316700,56,AD9340
9341,46,4869,871,1899,302000,827,AD9341
9342,26,2198,462,1100,246600,449,AD9342
9343,20,8814,1307,3450,414300,1258,AD9343
9344,17,2404,425,926,320100,400,AD9344
9345,36,5587,996,2466,336900,1027,AD9345
9346,19,2860,552,1178,355000,522,AD9346
9347,23,3675,649,1553,316300,639,AD9347
9348,38,1180,216,467,292200,197,AD9348
9349,35,2649,542,1111,345700,557,AD9349
9350,10,1833,324,735,398900,306,AD9350
9351,16,5416,1115,2177,382100,1027,AD9351
9352,27,2232,291,731,500001,253,AD9352
9353,39,3458,468,1449,500001,471,AD9353
9354,31,2677,411,933,500001,410,AD9354
9355,29,2023,242,653,500001,241,AD9355
9356,22,377,58,151,500001,67,AD9356
9357,37,1552,204,596,500001,208,AD9357
9358,28,2534,495,996,500001,449,AD9358
9359,34,2310,400,971,435700,386,AD9359
9360,32,4448,631,1675,468800,628,AD9360
9361,47,7446,1979,2980,271300,1888,AD9361
9362,44,4385,620,1549,470500,626,AD9362
9363,30,2171,362,887,393200,347,AD9363
9364,18,2998,470,970,431800,430,AD9364
9365,45,3670,775,1519,435200,788,AD9365
9366,33,3990,804,1550,405500,792,AD9366
9367,24,1804,284,600,500001,241,AD9367
9368,15,878,255,384,200000,247,AD9368
9369,14,2782,502,1219,333900,507,AD9369
9370,13,2622,541,1022,375000,464,AD9370
9371,25,421,64,163,500001,75,AD9371
9372,5,1741,301,723,410500,306,AD9372
9373,12,1722,352,648,310300,337,AD9373
9374,6,1530,324,608,390800,328,AD9374
9375,8,793,163,334,317800,151,AD9375
9376,9,2639,415,1013,349200,408,AD9376
9377,7,2270,359,974,300900,351,AD9377
9378,3,2170,347,849,386200,318,AD9378
9379,4,647,136,203,310000,118,AD9379
9380,11,2947,802,1385,318000,743,AD9380
9381,1,2492,409,812,500001,373,AD9381
9382,41,4471,618,1315,500001,582,AD9382
9383,21,2682,382,935,500001,369,AD9383
9384,52,7001,1282,2755,441100,1267,AD9384
9385,42,1650,403,541,500001,336,AD9385
9386,50,10774,1736,3895,500001,1683,AD9386
9387,40,3763,717,1292,500001,632,AD9387
9388,49,5448,1089,2100,474600,1023,AD9388
9389,48,2674,565,1233,458300,547,AD9389
9390,51,2524,398,999,500001,417,AD9390
9391,43,2846,551,1232,327200,537,AD9391
9392,2,2491,460,937,370000,455,AD9392
9393,46,2924,489,1159,489000,505,AD9393
9394,26,2303,350,859,500001,359,AD9394
9395,20,4174,739,1818,402900,705,AD9395
9396,17,4363,1041,1640,417600,989,AD9396
9397,36,1704,402,689,267100,348,AD9397
9398,19,3170,622,1091,389200,528,AD9398
9399,23,1431,224,503,453400,220,AD9399
9400,38,1550,253,641,463500,276,AD9400
9401,35,1972,327,755,500001,345,AD9401
9402,10,1926,290,721,500001,298,AD9402
9403,16,1283,278,567,460000,255,AD9403
9404,27,4921,866,1913,413100,834,AD9404
9405,39,4382,732,1775,414400,745,AD9405
9406,31,1814,282,658,400000,253,AD9406
9407,29,2688,485,1064,308600,449,AD9407
9408,22,1760,283,562,402400,246,AD9408
9409,37,4971,836,1907,424400,795,AD9409
9410,28,4127,689,1596,400400,707,AD9410
9411,34,221,41,75,362500,38,AD9411
9412,32,3904,980,1949,258400,919,AD9412
9413,47,1926,593,881,140400,546,AD9413
9414,44,4333,947,1650,346100,919,AD9414
9415,30,2729,538,969,500001,528,AD9415
9416,18,2175,510,809,442000,503,AD9416
9417,45,3914,752,1177,500001,670,AD9417
9418,33,6297,1307,2096,500001,1205,AD9418
9419,24,240,29,63,500001,34,AD9419
9420,15,176,50,88,275000,46,AD9420
9421,14,833,164,358,493800,143,AD9421
9422,13,1183,196,628,478600,205,AD9422
9423,25,1505,324,553,350000,277,AD9423
9424,5,2845,552,599,495800,250,AD9424
9425,12,1730,326,629,238700,279,AD9425
9426,6,1250,257,437,242600,188,AD9426
9427,8,2602,509,691,261500,343,AD9427
9428,9,1858,367,701,270700,297,AD9428
9429,7,1284,265,628,200000,219,AD9429
9430,3,1445,244,510,430000,207,AD9430
9431,4,1275,218,627,163500,185,AD9431
9432,11,1982,358,308,240900,132,AD9432
9433,1,1615,366,815,238800,337,AD9433
9434,41,2378,476,957,253100,362,AD9434
9435,21,1470,341,706,71300,283,AD9435
9436,52,2116,425,909,113100,319,AD9436
9437,42,2878,617,1011,103800,509,AD9437
9438,50,1312,315,600,91500,265,AD9438
9439,40,2776,592,1236,105000,489,AD9439
9440,49,1667,372,762,87500,283,AD9440
9441,48,2403,497,890,120800,344,AD9441
9442,51,866,252,369,70200,165,AD9442
9443,43,2806,600,990,88100,410,AD9443
9444,2,172,42,79,93800,30,AD9444
9445,46,1713,340,643,92400,241,AD9445
9446,26,2230,443,920,112000,361,AD9446
9447,20,2582,553,1087,104200,423,AD9447
9448,17,989,184,406,121900,151,AD9448
9449,36,1999,375,750,96000,308,AD9449
9450,19,2744,555,1153,111100,474,AD9450
9451,23,2165,536,1500,55900,414,AD9451
9452,38,2857,661,291,164600,135,AD9452
9453,35,608,143,281,70000,108,AD9453
9454,10,1435,304,746,57900,259,AD9454
9455,16,2075,435,991,60300,377,AD9455
9456,27,2130,545,863,79200,346,AD9456
9457,39,1518,383,656,69800,303,AD9457
9458,31,1461,340,515,145800,227,AD9458
9459,29,1839,489,887,100000,332,AD9459
9460,22,2124,450,1122,71500,446,AD9460
9461,37,3359,677,1908,140700,642,AD9461
9462,28,1421,291,588,157300,274,AD9462
9463,34,2492,507,1202,150300,460,AD9463
9464,32,790,151,380,165000,142,AD9464
9465,47,1150,244,552,110400,201,AD9465
9466,44,1718,345,698,131600,299,AD9466
9467,30,1533,336,754,95000,340,AD9467
9468,18,2290,482,1201,113300,479,AD9468
9469,45,2024,459,1019,93600,422,AD9469
9470,33,1330,273,761,105800,286,AD9470
9471,24,2017,423,1177,116200,414,AD9471
9472,15,1804,506,895,150000,451,AD9472
9473,14,2342,535,1064,96600,433,AD9473
9474,13,4086,831,2111,104400,758,AD9474
9475,25,2085,432,1133,92600,402,AD9475
9476,5,3946,813,1899,124600,730,AD9476
9477,12,1619,346,904,77200,295,AD9477
9478,6,2780,470,1281,96000,479,AD9478
9479,8,1748,362,808,76900,330,AD9479
9480,9,1321,338,779,71800,327,AD9480
9481,7,1081,254,715,71500,275,AD9481
9482,3,2821,628,1636,84000,615,AD9482
9483,4,1056,248,611,105000,226,AD9483
9484,11,804,121,448,147100,140,AD9484
9485,1,1026,205,424,154200,152,AD9485
9486,41,2745,504,1421,137500,430,AD9486
9487,21,3066,570,1558,134200,535,AD9487
9488,52,5569,1106,3148,142900,1088,AD9488
9489,42,1087,254,522,144500,202,AD9489
9490,50,243,55,115,175000,54,AD9490
9491,40,3145,693,1560,149300,647,AD9491
9492,49,1542,291,821,118800,285,AD9492
9493,48,786,168,494,105400,161,AD9493
9494,51,1377,296,830,151400,279,AD9494
9495,43,4671,912,2095,140500,857,AD9495
9496,2,1981,371,773,277000,325,AD9496
9497,46,1652,352,711,213200,292,AD9497
9498,26,2754,577,887,225000,432,AD9498
9499,41,4620,1042,1745,158800,794,AD9499
9500,21,1706,355,506,165600,211,AD9500
9501,52,2206,478,1140,95300,428,AD9501
9502,42,5202,1037,1742,176100,803,AD9502
9503,50,2251,510,1032,101000,369,AD9503
9504,40,1416,294,812,109400,258,AD9504
9505,49,1551,321,857,115400,288,AD9505
9506,48,2772,576,1501,142100,584,AD9506
9507,51,5372,1051,3002,131100,992,AD9507
9508,43,1890,342,877,159800,312,AD9508
9509,2,1348,265,639,115200,270,AD9509
9510,46,1149,187,499,154600,208,AD9510
9511,26,1176,211,529,144000,217,AD9511
9512,20,1166,216,504,122100,203,AD9512
9513,17,1370,258,617,112900,228,AD9513
9514,36,1419,262,661,114600,278,AD9514
9515,19,1531,266,822,127400,234,AD9515
9516,23,1908,484,1195,82300,467,AD9516
9517,38,6121,1222,3595,109600,1189,AD9517
9518,35,990,238,592,96200,225,AD9518
9519,10,2577,495,1232,125600,488,AD9519
9520,16,2685,675,1367,108900,626,AD9520
9521,27,1620,396,878,109200,399,AD9521
9522,39,1474,417,1065,84400,401,AD9522
9523,31,2235,545,1376,100000,516,AD9523
9524,29,1143,208,454,116100,188,AD9524
