sanction,owner_id,LoanId
Yes,FW9213,9313
Yes,FW9214,9314
No,FW9215,9315
Yes,FW9216,9316
No,FW9217,9317
Yes,FW9218,9318
No,FW9219,9319
No,FW9220,9320
Yes,FW9221,9321
Yes,FW9222,9322
No,FW9223,9323
Yes,FW9224,9324
Yes,FW9225,9325
Yes,FW9226,9326
No,FW9227,9327
Yes,FW9228,9328
Yes,FW9229,9329
No,FW9230,9330
Yes,FW9231,9331
Yes,FW9232,9332
No,FW9233,9333
Yes,FW9234,9334
Yes,FW9235,9335
No,FW9236,9336
No,FW9237,9337
No,FW9238,9338
No,FW9239,9339
Yes,FW9240,9340
Yes,FW9241,9341
No,FW9242,9342
Yes,FW9243,9343
No,FW9244,9344
Yes,FW9245,9345
Yes,FW9246,9346
No,FW9247,9347
No,FW9248,9348
No,FW9249,9349
Yes,FW9250,9350
No,FW9251,9351
Yes,FW9252,9352
Yes,FW9253,9353
Yes,FW9254,9354
Yes,FW9255,9355
No,FW9256,9356
Yes,FW9257,9357
Yes,FW9258,9358
Yes,FW9259,9359
No,FW9260,9360
Yes,FW9261,9361
Yes,FW9262,9362
Yes,FW9263,9363
Yes,FW9264,9364
Yes,FW9265,9365
Yes,FW9266,9366
Yes,FW9267,9367
Yes,FW9268,9368
Yes,FW9269,9369
Yes,FW9270,9370
Yes,FW9271,9371
Yes,FW9272,9372
Yes,FW9273,9373
No,FW9274,9374
No,FW9275,9375
Yes,FW9276,9376
No,FW9277,9377
Yes,FW9278,9378
Yes,FW9279,9379
No,FW9280,9380
No,FW9281,9381
No,FW9282,9382
No,FW9283,9383
No,FW9284,9384
No,FW9285,9385
Yes,FW9286,9386
Yes,FW9287,9387
No,FW9288,9388
Yes,FW9289,9389
No,FW9290,9390
No,FW9291,9391
Yes,FW9292,9392
No,FW9293,9393
Yes,FW9294,9394
Yes,FW9295,9395
Yes,FW9296,9396
No,FW9297,9397
Yes,FW9298,9398
No,FW9299,9399
No,FW9300,9400
No,FW9301,9401
Yes,FW9302,9402
Yes,FW9303,9403
No,FW9304,9404
Yes,FW9305,9405
Yes,FW9306,9406
No,FW9307,9407
No,FW9308,9408
Yes,FW9309,9409
Yes,FW9310,9410
Yes,FW9311,9411
Yes,FW9312,9412
Yes,FW9313,9413
No,FW9314,9414
No,FW9315,9415
Yes,FW9316,9416
Yes,FW9317,9417
No,FW9318,9418
No,FW9319,9419
No,FW9320,9420
No,FW9321,9421
No,FW9322,9422
No,FW9323,9423
Yes,FW9324,9424
Yes,FW9325,9425
No,FW9326,9426
No,FW9327,9427
No,FW9328,9428
Yes,FW9329,9429
No,FW9330,9430
Yes,FW9331,9431
Yes,FW9332,9432
Yes,FW9333,9433
Yes,FW9334,9434
Yes,FW9335,9435
Yes,FW9336,9436
No,FW9337,9437
No,FW9338,9438
No,FW9339,9439
Yes,FW9340,9440
No,FW9341,9441
Yes,FW9342,9442
Yes,FW9343,9443
No,FW9344,9444
No,FW9345,9445
No,FW9346,9446
No,FW9347,9447
No,FW9348,9448
Yes,FW9349,9449
Yes,FW9350,9450
No,FW9351,9451
No,FW9352,9452
Yes,FW9353,9453
No,FW9354,9454
No,FW9355,9455
Yes,FW9356,9456
No,FW9357,9457
No,FW9358,9458
Yes,FW9359,9459
No,FW9360,9460
Yes,FW9361,9461
Yes,FW9362,9462
No,FW9363,9463
Yes,FW9364,9464
No,FW9365,9465
No,FW9366,9466
Yes,FW9367,9467
No,FW9368,9468
Yes,FW9369,9469
No,FW9370,9470
Yes,FW9371,9471
No,FW9372,9472
No,FW9373,9473
Yes,FW9374,9474
Yes,FW9375,9475
No,FW9376,9476
No,FW9377,9477
No,FW9378,9478
Yes,FW9379,9479
No,FW9380,9480
Yes,FW9381,9481
Yes,FW9382,9482
Yes,FW9383,9483
No,FW9384,9484
No,FW9385,9485
No,FW9386,9486
Yes,FW9387,9487
Yes,FW9388,9488
Yes,FW9389,9489
No,FW9390,9490
Yes,FW9391,9491
Yes,FW9392,9492
No,FW9393,9493
Yes,FW9394,9494
Yes,FW9395,9495
No,FW9396,9496
Yes,FW9397,9497
No,FW9398,9498
Yes,FW9399,9499
Yes,FW9400,9500
No,FW9401,9501
No,FW9402,9502
No,FW9403,9503
Yes,FW9404,9504
No,FW9405,9505
No,FW9406,9506
No,FW9407,9507
No,FW9408,9508
No,FW9409,9509
Yes,FW9410,9510
No,FW9411,9511
Yes,FW9412,9512
No,FW9413,9513
No,FW9414,9514
Yes,FW9415,9515
Yes,FW9416,9516
No,FW9417,9517
Yes,FW9418,9518
No,FW9419,9519
No,FW9420,9520
No,FW9421,9521
No,FW9422,9522
No,FW9423,9523
No,FW9424,9524
Yes,FW9425,9525
No,FW9426,9526
Yes,FW9427,9527
No,FW9428,9528
Yes,FW9429,9529
Yes,FW9430,9530
No,FW9431,9531
No,FW9432,9532
Yes,FW9433,9533
Yes,FW9434,9534
Yes,FW9435,9535
Yes,FW9436,9536
No,FW9437,9537
Yes,FW9438,9538
No,FW9439,9539
No,FW9440,9540
No,FW9441,9541
Yes,FW9442,9542
Yes,FW9443,9543
No,FW9444,9544
No,FW9445,9545
No,FW9446,9546
Yes,FW9447,9547
Yes,FW9448,9548
No,FW9449,9549
No,FW9450,9550
Yes,FW9451,9551
No,FW9452,9552
Yes,FW9453,9553
No,FW9454,9554
Yes,FW9455,9555
No,FW9456,9556
No,FW9457,9557
No,FW9458,9558
No,FW9459,9559
Yes,FW9460,9560
Yes,FW9461,9561
No,FW9462,9562
Yes,FW9463,9563
No,FW9464,9564
No,FW9465,9565
No,FW9466,9566
Yes,FW9467,9567
No,FW9468,9568
Yes,FW9469,9569
Yes,FW9470,9570
No,FW9471,9571
Yes,FW9472,9572
No,FW9473,9573
No,FW9474,9574
No,FW9475,9575
Yes,FW9476,9576
Yes,FW9477,9577
No,FW9478,9578
Yes,FW9479,9579
No,FW9480,9580
Yes,FW9481,9581
Yes,FW9482,9582
Yes,FW9483,9583
No,FW9484,9584
Yes,FW9485,9585
Yes,FW9486,9586
No,FW9487,9587
Yes,FW9488,9588
Yes,FW9489,9589
No,FW9490,9590
Yes,FW9491,9591
Yes,FW9492,9592
Yes,FW9493,9593
Yes,FW9494,9594
No,FW9495,9595
No,FW9496,9596
No,FW9497,9597
Yes,FW9498,9598
No,FW9499,9599
Yes,FW9500,9600
No,FW9501,9601
No,FW9502,9602
No,FW9503,9603
Yes,FW9504,9604
No,FW9505,9605
No,FW9506,9606
No,FW9507,9607
Yes,FW9508,9608
Yes,FW9509,9609
No,FW9510,9610
No,FW9511,9611
No,FW9512,9612
Yes,FW9513,9613
Yes,FW9514,9614
No,FW9515,9615
Yes,FW9516,9616
Yes,FW9517,9617
No,FW9518,9618
No,FW9519,9619
Yes,FW9520,9620
No,FW9521,9621
Yes,FW9522,9622
No,FW9523,9623
No,FW9524,9624
Yes,FW9525,9625
Yes,FW9526,9626
Yes,FW9527,9627
Yes,FW9528,9628
Yes,FW9529,9629
No,FW9530,9630
No,FW9531,9631
No,FW9532,9632
Yes,FW9533,9633
No,FW9534,9634
No,FW9535,9635
Yes,FW9536,9636
No,FW9537,9637
Yes,FW9538,9638
No,FW9539,9639
Yes,FW9540,9640
No,FW9541,9641
No,FW9542,9642
Yes,FW9543,9643
Yes,FW9544,9644
Yes,FW9545,9645
No,FW9546,9646
Yes,FW9547,9647
No,FW9548,9648
No,FW9549,9649
No,FW9550,9650
Yes,FW9551,9651
No,FW9552,9652
Yes,FW9553,9653
No,FW9554,9654
Yes,FW9555,9655
Yes,FW9556,9656
No,FW9557,9657
No,FW9558,9658
No,FW9559,9659
Yes,FW9560,9660
Yes,FW9561,9661
No,FW9562,9662
No,FW9563,9663
No,FW9564,9664
No,FW9565,9665
Yes,FW9566,9666
Yes,FW9567,9667
Yes,FW9568,9668
Yes,FW9569,9669
No,FW9570,9670
No,FW9571,9671
No,FW9572,9672
Yes,FW9573,9673
No,FW9574,9674
No,FW9575,9675
Yes,FW9576,9676
No,FW9577,9677
No,FW9578,9678
No,FW9579,9679
No,FW9580,9680
Yes,FW9581,9681
No,FW9582,9682
Yes,FW9583,9683
Yes,FW9584,9684
Yes,FW9585,9685
No,FW9586,9686
No,FW9587,9687
Yes,FW9588,9688
No,FW9589,9689
Yes,FW9590,9690
No,FW9591,9691
Yes,FW9592,9692
No,FW9593,9693
No,FW9594,9694
No,FW9595,9695
No,FW9596,9696
No,FW9597,9697
Yes,FW9598,9698
No,FW9599,9699
Yes,FW9600,9700
Yes,FW9601,9701
No,FW9602,9702
No,FW9603,9703
Yes,FW9604,9704
No,FW9605,9705
Yes,FW9606,9706
Yes,FW9607,9707
No,FW9608,9708
No,FW9609,9709
Yes,FW9610,9710
Yes,FW9611,9711
No,FW9612,9712
No,FW9613,9713
No,FW9614,9714
No,FW9615,9715
Yes,FW9616,9716
Yes,FW9617,9717
Yes,FW9618,9718
No,FW9619,9719
No,FW9620,9720
No,FW9621,9721
No,FW9622,9722
Yes,FW9623,9723
No,FW9624,9724
No,FW9625,9725
No,FW9626,9726
Yes,FW9627,9727
Yes,FW9628,9728
No,FW9629,9729
No,FW9630,9730
No,FW9631,9731
Yes,FW9632,9732
Yes,FW9633,9733
No,FW9634,9734
No,FW9635,9735
No,FW9636,9736
No,FW9637,9737
No,FW9638,9738
Yes,FW9639,9739
No,FW9640,9740
No,FW9641,9741
No,FW9642,9742
Yes,FW9643,9743
No,FW9644,9744
Yes,FW9645,9745
No,FW9646,9746
No,FW9647,9747
Yes,FW9648,9748
Yes,FW9649,9749
Yes,FW9650,9750
Yes,FW9651,9751
No,FW9652,9752
Yes,FW9653,9753
Yes,FW9654,9754
Yes,FW9655,9755
No,FW9656,9756
No,FW9657,9757
No,FW9658,9758
Yes,FW9659,9759
No,FW9660,9760
No,FW9661,9761
No,FW9662,9762
Yes,FW9663,9763
Yes,FW9664,9764
Yes,FW9665,9765
No,FW9666,9766
Yes,FW9667,9767
No,FW9668,9768
Yes,FW9669,9769
Yes,FW9670,9770
Yes,FW9671,9771
No,FW9672,9772
No,FW9673,9773
No,FW9674,9774
Yes,FW9675,9775
No,FW9676,9776
Yes,FW9677,9777
Yes,FW9678,9778
No,FW9679,9779
No,FW9680,9780
No,FW9681,9781
No,FW9682,9782
No,FW9683,9783
Yes,FW9684,9784
Yes,FW9685,9785
Yes,FW9686,9786
Yes,FW9687,9787
Yes,FW9688,9788
No,FW9689,9789
Yes,FW9690,9790
Yes,FW9691,9791
Yes,FW9692,9792
Yes,FW9693,9793
Yes,FW9694,9794
No,FW9695,9795
Yes,FW9696,9796
Yes,FW9697,9797
Yes,FW9698,9798
No,FW9699,9799
Yes,FW9700,9800
Yes,FW9701,9801
No,FW9702,9802
No,FW9703,9803
Yes,FW9704,9804
Yes,FW9705,9805
No,FW9706,9806
No,FW9707,9807
Yes,FW9708,9808
No,FW9709,9809
Yes,FW9710,9810
No,FW9711,9811
Yes,FW9712,9812
No,FW9713,9813
No,FW9714,9814
Yes,FW9715,9815
No,FW9716,9816
No,FW9717,9817
Yes,FW9718,9818
Yes,FW9719,9819
Yes,FW9720,9820
No,FW9721,9821
Yes,FW9722,9822
No,FW9723,9823
Yes,FW9724,9824
No,FW9725,9825
Yes,FW9726,9826
No,FW9727,9827
Yes,FW9728,9828
Yes,FW9729,9829
No,FW9730,9830
No,FW9731,9831
No,FW9732,9832
Yes,FW9733,9833
No,FW9734,9834
No,FW9735,9835
No,FW9736,9836
No,FW9737,9837
Yes,FW9738,9838
No,FW9739,9839
No,FW9740,9840
No,FW9741,9841
No,FW9742,9842
Yes,FW9743,9843
No,FW9744,9844
No,FW9745,9845
Yes,FW9746,9846
Yes,FW9747,9847
Yes,FW9748,9848
No,FW9749,9849
No,FW9750,9850
Yes,FW9751,9851
Yes,FW9752,9852
No,FW9753,9853
No,FW9754,9854
No,FW9755,9855
Yes,FW9756,9856
Yes,FW9757,9857
No,FW9758,9858
Yes,FW9759,9859
No,FW9760,9860
No,FW9761,9861
Yes,FW9762,9862
No,FW9763,9863
Yes,FW9764,9864
No,FW9765,9865
No,FW9766,9866
No,FW9767,9867
Yes,FW9768,9868
No,FW9769,9869
Yes,FW9770,9870
Yes,FW9771,9871
Yes,FW9772,9872
Yes,FW9773,9873
Yes,FW9774,9874
No,FW9775,9875
Yes,FW9776,9876
Yes,FW9777,9877
Yes,FW9778,9878
No,FW9779,9879
Yes,FW9780,9880
Yes,FW9781,9881
No,FW9782,9882
No,FW9783,9883
No,FW9784,9884
Yes,FW9785,9885
No,FW9786,9886
Yes,FW9787,9887
No,FW9788,9888
Yes,FW9789,9889
Yes,FW9790,9890
No,FW9791,9891
No,FW9792,9892
Yes,FW9793,9893
No,FW9794,9894
Yes,FW9795,9895
Yes,FW9796,9896
No,FW9797,9897
Yes,FW9798,9898
No,FW9799,9899
No,FW9800,9900
No,FW9801,9901
Yes,FW9802,9902
No,FW9803,9903
Yes,FW9804,9904
No,FW9805,9905
No,FW9806,9906
No,FW9807,9907
No,FW9808,9908
No,FW9809,9909
Yes,FW9810,9910
Yes,FW9811,9911
Yes,FW9812,9912
Yes,FW9813,9913
No,FW9814,9914
Yes,FW9815,9915
No,FW9816,9916
No,FW9817,9917
Yes,FW9818,9918
Yes,FW9819,9919
No,FW9820,9920
Yes,FW9821,9921
No,FW9822,9922
Yes,FW9823,9923
No,FW9824,9924
Yes,FW9825,9925
No,FW9826,9926
Yes,FW9827,9927
No,FW9828,9928
No,FW9829,9929
No,FW9830,9930
No,FW9831,9931
Yes,FW9832,9932
Yes,FW9833,9933
Yes,FW9834,9934
Yes,FW9835,9935
Yes,FW9836,9936
Yes,FW9837,9937
No,FW9838,9938
Yes,FW9839,9939
No,FW9840,9940
No,FW9841,9941
No,FW9842,9942
No,FW9843,9943
No,FW9844,9944
Yes,FW9845,9945
Yes,FW9846,9946
No,FW9847,9947
No,FW9848,9948
Yes,FW9849,9949
Yes,FW9850,9950
Yes,FW9851,9951
Yes,FW9852,9952
Yes,FW9853,9953
Yes,FW9854,9954
No,FW9855,9955
No,FW9856,9956
Yes,FW9857,9957
Yes,FW9858,9958
No,FW9859,9959
Yes,FW9860,9960
No,FW9861,9961
No,FW9862,9962
Yes,FW9863,9963
Yes,FW9864,9964
No,FW9865,9965
Yes,FW9866,9966
Yes,FW9867,9967
No,FW9868,9968
Yes,FW9869,9969
No,FW9870,9970
Yes,FW9871,9971
Yes,FW9872,9972
Yes,FW9873,9973
No,FW9874,9974
Yes,FW9875,9975
Yes,FW9876,9976
No,FW9877,9977
Yes,FW9878,9978
No,FW9879,9979
No,FW9880,9980
Yes,FW9881,9981
Yes,FW9882,9982
Yes,FW9883,9983
No,FW9884,9984
Yes,FW9885,9985
Yes,FW9886,9986
No,FW9887,9987
No,FW9888,9988
Yes,FW9889,9989
No,FW9890,9990
No,FW9891,9991
Yes,FW9892,9992
No,FW9893,9993
Yes,FW9894,9994
No,FW9895,9995
No,FW9896,9996
Yes,FW9897,9997
Yes,FW9898,9998
No,FW9899,9999
No,FW9900,10000
Yes,FW9901,10001
Yes,FW9902,10002
Yes,FW9903,10003
No,FW9904,10004
Yes,FW9905,10005
No,FW9906,10006
Yes,FW9907,10007
Yes,FW9908,10008
Yes,FW9909,10009
No,FW9910,10010
No,FW9911,10011
No,FW9912,10012
No,FW9913,10013
No,FW9914,10014
No,FW9915,10015
No,FW9916,10016
No,FW9917,10017
No,FW9918,10018
No,FW9919,10019
Yes,FW9920,10020
Yes,FW9921,10021
No,FW9922,10022
No,FW9923,10023
Yes,FW9924,10024
No,FW9925,10025
Yes,FW9926,10026
Yes,FW9927,10027
No,FW9928,10028
Yes,FW9929,10029
No,FW9930,10030
No,FW9931,10031
Yes,FW9932,10032
Yes,FW9933,10033
Yes,FW9934,10034
Yes,FW9935,10035
Yes,FW9936,10036
No,FW9937,10037
Yes,FW9938,10038
Yes,FW9939,10039
Yes,FW9940,10040
Yes,FW9941,10041
No,FW9942,10042
No,FW9943,10043
No,FW9944,10044
Yes,FW9945,10045
No,FW9946,10046
No,FW9947,10047
No,FW9948,10048
No,FW9949,10049
No,FW9950,10050
No,FW9951,10051
Yes,FW9952,10052
Yes,FW9953,10053
No,FW9954,10054
Yes,FW9955,10055
Yes,FW9956,10056
No,FW9957,10057
No,FW9958,10058
Yes,FW9959,10059
No,FW9960,10060
Yes,FW9961,10061
No,FW9962,10062
Yes,FW9963,10063
Yes,FW9964,10064
No,FW9965,10065
Yes,FW9966,10066
Yes,FW9967,10067
Yes,FW9968,10068
Yes,FW9969,10069
No,FW9970,10070
Yes,FW9971,10071
Yes,FW9972,10072
No,FW9973,10073
No,FW9974,10074
Yes,FW9975,10075
Yes,FW9976,10076
No,FW9977,10077
No,FW9978,10078
No,FW9979,10079
No,FW9980,10080
Yes,FW9981,10081
Yes,FW9982,10082
Yes,FW9983,10083
Yes,FW9984,10084
Yes,FW9985,10085
No,FW9986,10086
No,FW9987,10087
No,FW9988,10088
Yes,FW9989,10089
Yes,FW9990,10090
Yes,FW9991,10091
Yes,FW9992,10092
No,FW9993,10093
Yes,FW9994,10094
Yes,FW9995,10095
Yes,FW9996,10096
No,FW9997,10097
No,FW9998,10098
Yes,FW9999,10099
No,FW10000,10100
Yes,FW10001,10101
No,FW10002,10102
No,FW10003,10103
Yes,FW10004,10104
Yes,FW10005,10105
Yes,FW10006,10106
Yes,FW10007,10107
Yes,FW10008,10108
No,FW10009,10109
No,FW10010,10110
Yes,FW10011,10111
No,FW10012,10112
Yes,FW10013,10113
Yes,FW10014,10114
No,FW10015,10115
Yes,FW10016,10116
No,FW10017,10117
Yes,FW10018,10118
No,FW10019,10119
No,FW10020,10120
No,FW10021,10121
Yes,FW10022,10122
Yes,FW10023,10123
No,FW10024,10124
Yes,FW10025,10125
Yes,FW10026,10126
No,FW10027,10127
No,FW10028,10128
Yes,FW10029,10129
Yes,FW10030,10130
No,FW10031,10131
Yes,FW10032,10132
Yes,FW10033,10133
Yes,FW10034,10134
No,FW10035,10135
No,FW10036,10136
Yes,FW10037,10137
No,FW10038,10138
No,FW10039,10139
Yes,FW10040,10140
Yes,FW10041,10141
Yes,FW10042,10142
Yes,FW10043,10143
No,FW10044,10144
Yes,FW10045,10145
No,FW10046,10146
Yes,FW10047,10147
No,FW10048,10148
No,FW10049,10149
No,FW10050,10150
Yes,FW10051,10151
Yes,FW10052,10152
No,FW10053,10153
Yes,FW10054,10154
Yes,FW10055,10155
No,FW10056,10156
No,FW10057,10157
Yes,FW10058,10158
Yes,FW10059,10159
Yes,FW10060,10160
Yes,FW10061,10161
Yes,FW10062,10162
Yes,FW10063,10163
Yes,FW10064,10164
No,FW10065,10165
No,FW10066,10166
Yes,FW10067,10167
No,FW10068,10168
Yes,FW10069,10169
Yes,FW10070,10170
No,FW10071,10171
Yes,FW10072,10172
No,FW10073,10173
No,FW10074,10174
Yes,FW10075,10175
Yes,FW10076,10176
No,FW10077,10177
No,FW10078,10178
No,FW10079,10179
Yes,FW10080,10180
No,FW10081,10181
No,FW10082,10182
No,FW10083,10183
No,FW10084,10184
No,FW10085,10185
No,FW10086,10186
Yes,FW10087,10187
No,FW10088,10188
No,FW10089,10189
Yes,FW10090,10190
No,FW10091,10191
Yes,FW10092,10192
Yes,FW10093,10193
No,FW10094,10194
No,FW10095,10195
No,FW10096,10196
No,FW10097,10197
Yes,FW10098,10198
No,FW10099,10199
No,FW10100,10200
Yes,FW10101,10201
Yes,FW10102,10202
Yes,FW10103,10203
No,FW10104,10204
No,FW10105,10205
No,FW10106,10206
No,FW10107,10207
No,FW10108,10208
Yes,FW10109,10209
No,FW10110,10210
No,FW10111,10211
No,FW10112,10212
Yes,FW10113,10213
No,FW10114,10214
No,FW10115,10215
Yes,FW10116,10216
No,FW10117,10217
Yes,FW10118,10218
Yes,FW10119,10219
Yes,FW10120,10220
No,FW10121,10221
No,FW10122,10222
No,FW10123,10223
No,FW10124,10224
Yes,FW10125,10225
No,FW10126,10226
Yes,FW10127,10227
Yes,FW10128,10228
Yes,FW10129,10229
Yes,FW10130,10230
Yes,FW10131,10231
Yes,FW10132,10232
Yes,FW10133,10233
Yes,FW10134,10234
Yes,FW10135,10235
No,FW10136,10236
Yes,FW10137,10237
Yes,FW10138,10238
Yes,FW10139,10239
Yes,FW10140,10240
No,FW10141,10241
No,FW10142,10242
Yes,FW10143,10243
No,FW10144,10244
No,FW10145,10245
No,FW10146,10246
Yes,FW10147,10247
No,FW10148,10248
No,FW10149,10249
No,FW10150,10250
Yes,FW10151,10251
No,FW10152,10252
No,FW10153,10253
Yes,FW10154,10254
No,FW10155,10255
No,FW10156,10256
No,FW10157,10257
No,FW10158,10258
Yes,FW10159,10259
Yes,FW10160,10260
Yes,FW10161,10261
No,FW10162,10262
Yes,FW10163,10263
No,FW10164,10264
Yes,FW10165,10265
No,FW10166,10266
No,FW10167,10267
Yes,FW10168,10268
No,FW10169,10269
Yes,FW10170,10270
No,FW10171,10271
Yes,FW10172,10272
No,FW10173,10273
No,FW10174,10274
No,FW10175,10275
No,FW10176,10276
No,FW10177,10277
No,FW10178,10278
Yes,FW10179,10279
Yes,FW10180,10280
Yes,FW10181,10281
No,FW10182,10282
Yes,FW10183,10283
Yes,FW10184,10284
Yes,FW10185,10285
Yes,FW10186,10286
Yes,FW10187,10287
No,FW10188,10288
No,FW10189,10289
No,FW10190,10290
Yes,FW10191,10291
Yes,FW10192,10292
No,FW10193,10293
Yes,FW10194,10294
No,FW10195,10295
No,FW10196,10296
No,FW10197,10297
Yes,FW10198,10298
No,FW10199,10299
Yes,FW10200,10300
Yes,FW10201,10301
Yes,FW10202,10302
Yes,FW10203,10303
Yes,FW10204,10304
No,FW10205,10305
No,FW10206,10306
Yes,FW10207,10307
Yes,FW10208,10308
No,FW10209,10309
Yes,FW10210,10310
Yes,FW10211,10311
Yes,FW10212,10312
No,FW10213,10313
No,FW10214,10314
No,FW10215,10315
No,FW10216,10316
No,FW10217,10317
No,FW10218,10318
No,FW10219,10319
Yes,FW10220,10320
Yes,FW10221,10321
No,FW10222,10322
No,FW10223,10323
Yes,FW10224,10324
Yes,FW10225,10325
Yes,FW10226,10326
Yes,FW10227,10327
Yes,FW10228,10328
No,FW10229,10329
Yes,FW10230,10330
No,FW10231,10331
Yes,FW10232,10332
Yes,FW10233,10333
No,FW10234,10334
No,FW10235,10335
No,FW10236,10336
No,FW10237,10337
Yes,FW10238,10338
Yes,FW10239,10339
No,FW10240,10340
Yes,FW10241,10341
No,FW10242,10342
Yes,FW10243,10343
No,FW10244,10344
Yes,FW10245,10345
Yes,FW10246,10346
No,FW10247,10347
Yes,FW10248,10348
Yes,FW10249,10349
Yes,FW10250,10350
Yes,FW10251,10351
Yes,FW10252,10352
No,FW10253,10353
Yes,FW10254,10354
No,FW10255,10355
No,FW10256,10356
Yes,FW10257,10357
No,FW10258,10358
Yes,FW10259,10359
Yes,FW10260,10360
No,FW10261,10361
Yes,FW10262,10362
Yes,FW10263,10363
No,FW10264,10364
Yes,FW10265,10365
Yes,FW10266,10366
No,FW10267,10367
Yes,FW10268,10368
No,FW10269,10369
No,FW10270,10370
Yes,FW10271,10371
Yes,FW10272,10372
No,FW10273,10373
No,FW10274,10374
No,FW10275,10375
Yes,FW10276,10376
Yes,FW10277,10377
No,FW10278,10378
Yes,FW10279,10379
Yes,FW10280,10380
Yes,FW10281,10381
Yes,FW10282,10382
No,FW10283,10383
No,FW10284,10384
Yes,FW10285,10385
No,FW10286,10386
Yes,FW10287,10387
Yes,FW10288,10388
No,FW10289,10389
Yes,FW10290,10390
Yes,FW10291,10391
Yes,FW10292,10392
Yes,FW10293,10393
No,FW10294,10394
Yes,FW10295,10395
Yes,FW10296,10396
No,FW10297,10397
Yes,FW10298,10398
Yes,FW10299,10399
No,FW10300,10400
Yes,FW10301,10401
Yes,FW10302,10402
No,FW10303,10403
No,FW10304,10404
Yes,FW10305,10405
Yes,FW10306,10406
No,FW10307,10407
No,FW10308,10408
No,FW10309,10409
Yes,FW10310,10410
Yes,FW10311,10411
Yes,FW10312,10412
No,FW10313,10413
Yes,FW10314,10414
Yes,FW10315,10415
Yes,FW10316,10416
Yes,FW10317,10417
No,FW10318,10418
No,FW10319,10419
Yes,FW10320,10420
No,FW10321,10421
No,FW10322,10422
Yes,FW10323,10423
Yes,FW10324,10424
Yes,FW10325,10425
Yes,FW10326,10426
No,FW10327,10427
No,FW10328,10428
Yes,FW10329,10429
No,FW10330,10430
Yes,FW10331,10431
No,FW10332,10432
Yes,FW10333,10433
No,FW10334,10434
Yes,FW10335,10435
Yes,FW10336,10436
Yes,FW10337,10437
No,FW10338,10438
No,FW10339,10439
No,FW10340,10440
No,FW10341,10441
No,FW10342,10442
Yes,FW10343,10443
Yes,FW10344,10444
Yes,FW10345,10445
No,FW10346,10446
No,FW10347,10447
No,FW10348,10448
No,FW10349,10449
No,FW10350,10450
Yes,FW10351,10451
No,FW10352,10452
Yes,FW10353,10453
Yes,FW10354,10454
No,FW10355,10455
Yes,FW10356,10456
Yes,FW10357,10457
Yes,FW10358,10458
Yes,FW10359,10459
Yes,FW10360,10460
No,FW10361,10461
No,FW10362,10462
Yes,FW10363,10463
No,FW10364,10464
Yes,FW10365,10465
No,FW10366,10466
No,FW10367,10467
No,FW10368,10468
Yes,FW10369,10469
No,FW10370,10470
Yes,FW10371,10471
Yes,FW10372,10472
No,FW10373,10473
Yes,FW10374,10474
No,FW10375,10475
Yes,FW10376,10476
Yes,FW10377,10477
Yes,FW10378,10478
No,FW10379,10479
No,FW10380,10480
Yes,FW10381,10481
Yes,FW10382,10482
Yes,FW10383,10483
Yes,FW10384,10484
Yes,FW10385,10485
Yes,FW10386,10486
No,FW10387,10487
Yes,FW10388,10488
No,FW10389,10489
Yes,FW10390,10490
No,FW10391,10491
Yes,FW10392,10492
Yes,FW10393,10493
No,FW10394,10494
No,FW10395,10495
No,FW10396,10496
No,FW10397,10497
No,FW10398,10498
Yes,FW10399,10499
No,FW10400,10500
No,FW10401,10501
Yes,FW10402,10502
No,FW10403,10503
No,FW10404,10504
Yes,FW10405,10505
No,FW10406,10506
No,FW10407,10507
No,FW10408,10508
Yes,FW10409,10509
Yes,FW10410,10510
Yes,FW10411,10511
Yes,FW10412,10512
No,FW10413,10513
Yes,FW10414,10514
No,FW10415,10515
Yes,FW10416,10516
No,FW10417,10517
Yes,FW10418,10518
No,FW10419,10519
Yes,FW10420,10520
No,FW10421,10521
No,FW10422,10522
Yes,FW10423,10523
No,FW10424,10524
No,FW10425,10525
Yes,FW10426,10526
Yes,FW10427,10527
No,FW10428,10528
Yes,FW10429,10529
Yes,FW10430,10530
Yes,FW10431,10531
No,FW10432,10532
Yes,FW10433,10533
Yes,FW10434,10534
No,FW10435,10535
No,FW10436,10536
Yes,FW10437,10537
Yes,FW10438,10538
Yes,FW10439,10539
No,FW10440,10540
No,FW10441,10541
Yes,FW10442,10542
No,FW10443,10543
Yes,FW10444,10544
Yes,FW10445,10545
No,FW10446,10546
No,FW10447,10547
No,FW10448,10548
Yes,FW10449,10549
No,FW10450,10550
No,FW10451,10551
No,FW10452,10552
Yes,FW10453,10553
No,FW10454,10554
No,FW10455,10555
Yes,FW10456,10556
Yes,FW10457,10557
Yes,FW10458,10558
No,FW10459,10559
Yes,FW10460,10560
No,FW10461,10561
Yes,FW10462,10562
Yes,FW10463,10563
No,FW10464,10564
No,FW10465,10565
Yes,FW10466,10566
No,FW10467,10567
Yes,FW10468,10568
Yes,FW10469,10569
Yes,FW10470,10570
Yes,FW10471,10571
No,FW10472,10572
Yes,FW10473,10573
Yes,FW10474,10574
No,FW10475,10575
Yes,FW10476,10576
Yes,FW10477,10577
Yes,FW10478,10578
Yes,FW10479,10579
Yes,FW10480,10580
No,FW10481,10581
No,FW10482,10582
